YEAR,NEIGHBORHOOD_CLUSTER,OFFENSE,SHIFT,NUMBER_OF_CRIMES
2008,Cluster 33,ASSAULT W/DANGEROUS WEAPON,EVENING,47
2008,Cluster 33,ASSAULT W/DANGEROUS WEAPON,DAY,27
2008,Cluster 33,BURGLARY,DAY,53
2008,Cluster 33,BURGLARY,EVENING,51
2008,Cluster 33,BURGLARY,MIDNIGHT,23
2008,Cluster 33,HOMICIDE,MIDNIGHT,16
2008,Cluster 33,MOTOR VEHICLE THEFT,DAY,130
2008,Cluster 33,MOTOR VEHICLE THEFT,EVENING,109
2008,Cluster 33,MOTOR VEHICLE THEFT,MIDNIGHT,65
2008,Cluster 33,ROBBERY,EVENING,54
2008,Cluster 33,ROBBERY,MIDNIGHT,39
2008,Cluster 33,ROBBERY,DAY,32
2008,Cluster 33,SEX ABUSE,MIDNIGHT,3
2008,Cluster 33,THEFT/OTHER,DAY,156
2008,Cluster 33,THEFT/OTHER,EVENING,129
2008,Cluster 33,THEFT/OTHER,MIDNIGHT,45
2008,Cluster 34,ARSON,EVENING,3
2008,Cluster 34,ARSON,MIDNIGHT,1
2008,Cluster 34,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,37
2008,Cluster 34,ASSAULT W/DANGEROUS WEAPON,EVENING,34
2008,Cluster 34,ASSAULT W/DANGEROUS WEAPON,DAY,19
2008,Cluster 34,BURGLARY,EVENING,37
2008,Cluster 34,BURGLARY,DAY,30
2008,Cluster 34,BURGLARY,MIDNIGHT,13
2008,Cluster 34,HOMICIDE,MIDNIGHT,6
2008,Cluster 34,MOTOR VEHICLE THEFT,DAY,94
2008,Cluster 34,MOTOR VEHICLE THEFT,EVENING,76
2008,Cluster 34,MOTOR VEHICLE THEFT,MIDNIGHT,30
2008,Cluster 34,ROBBERY,EVENING,44
2008,Cluster 34,ROBBERY,MIDNIGHT,41
2008,Cluster 34,ROBBERY,DAY,17
2008,Cluster 34,SEX ABUSE,DAY,1
2008,Cluster 34,SEX ABUSE,MIDNIGHT,1
2008,Cluster 34,THEFT/OTHER,DAY,151
2008,Cluster 34,THEFT/OTHER,EVENING,113
2008,Cluster 34,THEFT/OTHER,MIDNIGHT,40
2008,Cluster 35,ASSAULT W/DANGEROUS WEAPON,EVENING,5
2008,Cluster 35,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,3
2008,Cluster 35,ASSAULT W/DANGEROUS WEAPON,DAY,2
2008,Cluster 35,BURGLARY,EVENING,10
2008,Cluster 35,BURGLARY,DAY,9
2008,Cluster 35,BURGLARY,MIDNIGHT,5
2008,Cluster 35,MOTOR VEHICLE THEFT,DAY,35
2008,Cluster 35,MOTOR VEHICLE THEFT,EVENING,35
2008,Cluster 35,MOTOR VEHICLE THEFT,MIDNIGHT,10
2008,Cluster 35,ROBBERY,EVENING,24
2008,Cluster 35,ROBBERY,MIDNIGHT,15
2008,Cluster 35,ROBBERY,DAY,11
2008,Cluster 35,SEX ABUSE,MIDNIGHT,1
2008,Cluster 35,THEFT/OTHER,DAY,69
2008,Cluster 35,THEFT/OTHER,EVENING,41
2008,Cluster 35,THEFT/OTHER,MIDNIGHT,14
2008,Cluster 36,ARSON,DAY,1
2008,Cluster 36,ASSAULT W/DANGEROUS WEAPON,EVENING,26
2008,Cluster 36,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,23
2008,Cluster 36,ASSAULT W/DANGEROUS WEAPON,DAY,22
2008,Cluster 36,BURGLARY,DAY,22
2008,Cluster 36,BURGLARY,EVENING,15
2008,Cluster 36,BURGLARY,MIDNIGHT,13
2008,Cluster 36,HOMICIDE,MIDNIGHT,2
2008,Cluster 36,MOTOR VEHICLE THEFT,DAY,36
2008,Cluster 36,MOTOR VEHICLE THEFT,EVENING,23
2008,Cluster 36,MOTOR VEHICLE THEFT,MIDNIGHT,10
2008,Cluster 36,ROBBERY,EVENING,29
2008,Cluster 36,ROBBERY,MIDNIGHT,26
2008,Cluster 36,ROBBERY,DAY,12
2008,Cluster 36,SEX ABUSE,DAY,1
2008,Cluster 36,SEX ABUSE,MIDNIGHT,1
2008,Cluster 36,THEFT/OTHER,DAY,43
2008,Cluster 36,THEFT/OTHER,EVENING,23
2008,Cluster 36,THEFT/OTHER,MIDNIGHT,16
2008,Cluster 37,ARSON,EVENING,1
2008,Cluster 37,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,34
2008,Cluster 37,ASSAULT W/DANGEROUS WEAPON,EVENING,33
2008,Cluster 37,ASSAULT W/DANGEROUS WEAPON,DAY,17
2008,Cluster 37,BURGLARY,EVENING,36
2008,Cluster 37,BURGLARY,DAY,34
2008,Cluster 37,BURGLARY,MIDNIGHT,8
2008,Cluster 37,HOMICIDE,MIDNIGHT,4
2008,Cluster 37,MOTOR VEHICLE THEFT,DAY,50
2008,Cluster 37,MOTOR VEHICLE THEFT,EVENING,47
2008,Cluster 37,MOTOR VEHICLE THEFT,MIDNIGHT,19
2008,Cluster 37,ROBBERY,EVENING,40
2008,Cluster 37,ROBBERY,MIDNIGHT,28
2008,Cluster 37,ROBBERY,DAY,17
2008,Cluster 37,SEX ABUSE,EVENING,1
2008,Cluster 37,SEX ABUSE,MIDNIGHT,1
2008,Cluster 37,THEFT/OTHER,EVENING,65
2008,Cluster 37,THEFT/OTHER,DAY,44
2008,Cluster 37,THEFT/OTHER,MIDNIGHT,24
2008,Cluster 38,ARSON,EVENING,1
2008,Cluster 38,ASSAULT W/DANGEROUS WEAPON,EVENING,51
2008,Cluster 38,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,50
2008,Cluster 38,ASSAULT W/DANGEROUS WEAPON,DAY,33
2008,Cluster 38,BURGLARY,EVENING,75
2008,Cluster 38,BURGLARY,DAY,42
2008,Cluster 38,BURGLARY,MIDNIGHT,32
2008,Cluster 38,HOMICIDE,MIDNIGHT,11
2008,Cluster 38,MOTOR VEHICLE THEFT,DAY,81
2008,Cluster 38,MOTOR VEHICLE THEFT,EVENING,59
2008,Cluster 38,MOTOR VEHICLE THEFT,MIDNIGHT,22
2008,Cluster 38,ROBBERY,EVENING,53
2008,Cluster 38,ROBBERY,MIDNIGHT,27
2008,Cluster 38,ROBBERY,DAY,17
2008,Cluster 38,SEX ABUSE,DAY,1
2008,Cluster 38,SEX ABUSE,EVENING,1
2008,Cluster 38,THEFT/OTHER,DAY,84
2008,Cluster 38,THEFT/OTHER,EVENING,73
2008,Cluster 38,THEFT/OTHER,MIDNIGHT,37
2008,Cluster 39,ARSON,DAY,3
2008,Cluster 39,ARSON,MIDNIGHT,3
2008,Cluster 39,ARSON,EVENING,2
2008,Cluster 39,ASSAULT W/DANGEROUS WEAPON,EVENING,121
2008,Cluster 39,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,102
2008,Cluster 39,ASSAULT W/DANGEROUS WEAPON,DAY,59
2008,Cluster 39,BURGLARY,EVENING,146
2008,Cluster 39,BURGLARY,DAY,102
2008,Cluster 39,BURGLARY,MIDNIGHT,64
2008,Cluster 39,HOMICIDE,MIDNIGHT,24
2008,Cluster 39,MOTOR VEHICLE THEFT,EVENING,161
2008,Cluster 39,MOTOR VEHICLE THEFT,DAY,143
2008,Cluster 39,MOTOR VEHICLE THEFT,MIDNIGHT,93
2008,Cluster 39,ROBBERY,EVENING,129
2008,Cluster 39,ROBBERY,MIDNIGHT,100
2008,Cluster 39,ROBBERY,DAY,63
2008,Cluster 39,SEX ABUSE,MIDNIGHT,10
2008,Cluster 39,SEX ABUSE,EVENING,2
2008,Cluster 39,THEFT/OTHER,DAY,285
2008,Cluster 39,THEFT/OTHER,EVENING,199
2008,Cluster 39,THEFT/OTHER,MIDNIGHT,88
2008,Cluster 4,ARSON,MIDNIGHT,1
2008,Cluster 4,ASSAULT W/DANGEROUS WEAPON,EVENING,11
2008,Cluster 4,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,9
2008,Cluster 4,ASSAULT W/DANGEROUS WEAPON,DAY,5
2008,Cluster 4,BURGLARY,DAY,40
2008,Cluster 4,BURGLARY,EVENING,24
2008,Cluster 4,BURGLARY,MIDNIGHT,16
2008,Cluster 4,MOTOR VEHICLE THEFT,EVENING,28
2008,Cluster 4,MOTOR VEHICLE THEFT,DAY,22
2008,Cluster 4,MOTOR VEHICLE THEFT,MIDNIGHT,9
2008,Cluster 4,ROBBERY,EVENING,16
2008,Cluster 4,ROBBERY,DAY,14
2008,Cluster 4,ROBBERY,MIDNIGHT,10
2008,Cluster 4,SEX ABUSE,MIDNIGHT,3
2008,Cluster 4,SEX ABUSE,DAY,2
2008,Cluster 4,SEX ABUSE,EVENING,1
2008,Cluster 4,THEFT/OTHER,EVENING,447
2008,Cluster 4,THEFT/OTHER,DAY,223
2008,Cluster 4,THEFT/OTHER,MIDNIGHT,52
2008,Cluster 5,ASSAULT W/DANGEROUS WEAPON,DAY,10
2008,Cluster 5,ASSAULT W/DANGEROUS WEAPON,EVENING,5
2008,Cluster 5,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2008,Cluster 5,BURGLARY,DAY,23
2008,Cluster 5,BURGLARY,EVENING,15
2008,Cluster 5,BURGLARY,MIDNIGHT,2
2008,Cluster 5,HOMICIDE,MIDNIGHT,1
2008,Cluster 5,MOTOR VEHICLE THEFT,EVENING,15
2008,Cluster 5,MOTOR VEHICLE THEFT,DAY,7
2008,Cluster 5,MOTOR VEHICLE THEFT,MIDNIGHT,7
2008,Cluster 5,ROBBERY,EVENING,13
2008,Cluster 5,ROBBERY,DAY,9
2008,Cluster 5,ROBBERY,MIDNIGHT,8
2008,Cluster 5,SEX ABUSE,EVENING,4
2008,Cluster 5,SEX ABUSE,MIDNIGHT,1
2008,Cluster 5,THEFT/OTHER,EVENING,190
2008,Cluster 5,THEFT/OTHER,DAY,164
2008,Cluster 5,THEFT/OTHER,MIDNIGHT,52
2008,Cluster 6,ARSON,DAY,1
2008,Cluster 6,ARSON,MIDNIGHT,1
2008,Cluster 6,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,39
2008,Cluster 6,ASSAULT W/DANGEROUS WEAPON,EVENING,19
2008,Cluster 6,ASSAULT W/DANGEROUS WEAPON,DAY,13
2008,Cluster 6,BURGLARY,DAY,92
2008,Cluster 6,BURGLARY,EVENING,72
2008,Cluster 6,BURGLARY,MIDNIGHT,36
2008,Cluster 6,HOMICIDE,MIDNIGHT,1
2008,Cluster 6,MOTOR VEHICLE THEFT,DAY,64
2008,Cluster 6,MOTOR VEHICLE THEFT,EVENING,62
2008,Cluster 6,MOTOR VEHICLE THEFT,MIDNIGHT,38
2008,Cluster 6,ROBBERY,MIDNIGHT,81
2008,Cluster 6,ROBBERY,EVENING,58
2008,Cluster 6,ROBBERY,DAY,35
2008,Cluster 6,SEX ABUSE,MIDNIGHT,3
2008,Cluster 6,THEFT/OTHER,EVENING,669
2008,Cluster 6,THEFT/OTHER,DAY,579
2008,Cluster 6,THEFT/OTHER,MIDNIGHT,275
2008,Cluster 7,ARSON,MIDNIGHT,2
2008,Cluster 7,ASSAULT W/DANGEROUS WEAPON,EVENING,33
2008,Cluster 7,ASSAULT W/DANGEROUS WEAPON,DAY,13
2008,Cluster 7,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,12
2008,Cluster 7,BURGLARY,DAY,40
2008,Cluster 7,BURGLARY,EVENING,33
2008,Cluster 7,BURGLARY,MIDNIGHT,30
2008,Cluster 7,HOMICIDE,MIDNIGHT,4
2008,Cluster 7,MOTOR VEHICLE THEFT,DAY,61
2008,Cluster 7,MOTOR VEHICLE THEFT,EVENING,55
2008,Cluster 7,MOTOR VEHICLE THEFT,MIDNIGHT,27
2008,Cluster 7,ROBBERY,EVENING,66
2008,Cluster 7,ROBBERY,MIDNIGHT,35
2008,Cluster 7,ROBBERY,DAY,20
2008,Cluster 7,SEX ABUSE,MIDNIGHT,2
2008,Cluster 7,SEX ABUSE,DAY,1
2008,Cluster 7,SEX ABUSE,EVENING,1
2008,Cluster 7,THEFT/OTHER,EVENING,292
2008,Cluster 7,THEFT/OTHER,DAY,289
2008,Cluster 7,THEFT/OTHER,MIDNIGHT,103
2008,Cluster 8,ARSON,EVENING,1
2008,Cluster 8,ASSAULT W/DANGEROUS WEAPON,EVENING,59
2008,Cluster 8,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,38
2008,Cluster 8,ASSAULT W/DANGEROUS WEAPON,DAY,25
2008,Cluster 8,BURGLARY,DAY,71
2008,Cluster 8,BURGLARY,EVENING,24
2008,Cluster 8,BURGLARY,MIDNIGHT,16
2008,Cluster 8,HOMICIDE,MIDNIGHT,5
2008,Cluster 8,MOTOR VEHICLE THEFT,EVENING,73
2008,Cluster 8,MOTOR VEHICLE THEFT,DAY,56
2008,Cluster 8,MOTOR VEHICLE THEFT,MIDNIGHT,43
2008,Cluster 8,ROBBERY,EVENING,88
2008,Cluster 8,ROBBERY,MIDNIGHT,62
2008,Cluster 8,ROBBERY,DAY,34
2008,Cluster 8,SEX ABUSE,MIDNIGHT,5
2008,Cluster 8,SEX ABUSE,EVENING,3
2008,Cluster 8,SEX ABUSE,DAY,1
2008,Cluster 8,THEFT/OTHER,EVENING,763
2008,Cluster 8,THEFT/OTHER,DAY,592
2008,Cluster 8,THEFT/OTHER,MIDNIGHT,238
2008,Cluster 9,ARSON,DAY,1
2008,Cluster 9,ARSON,MIDNIGHT,1
2008,Cluster 9,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,30
2008,Cluster 9,ASSAULT W/DANGEROUS WEAPON,EVENING,23
2008,Cluster 9,ASSAULT W/DANGEROUS WEAPON,DAY,15
2008,Cluster 9,BURGLARY,DAY,19
2008,Cluster 9,BURGLARY,EVENING,17
2008,Cluster 9,BURGLARY,MIDNIGHT,7
2008,Cluster 9,HOMICIDE,MIDNIGHT,2
2008,Cluster 9,MOTOR VEHICLE THEFT,DAY,35
2008,Cluster 9,MOTOR VEHICLE THEFT,EVENING,27
2008,Cluster 9,MOTOR VEHICLE THEFT,MIDNIGHT,13
2008,Cluster 9,ROBBERY,EVENING,43
2008,Cluster 9,ROBBERY,MIDNIGHT,19
2008,Cluster 9,ROBBERY,DAY,12
2008,Cluster 9,SEX ABUSE,MIDNIGHT,5
2008,Cluster 9,SEX ABUSE,EVENING,1
2008,Cluster 9,THEFT/OTHER,EVENING,141
2008,Cluster 9,THEFT/OTHER,DAY,138
2008,Cluster 9,THEFT/OTHER,MIDNIGHT,49
2009,Cluster 1,ARSON,EVENING,1
2009,Cluster 1,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,23
2009,Cluster 1,ASSAULT W/DANGEROUS WEAPON,EVENING,14
2009,Cluster 1,ASSAULT W/DANGEROUS WEAPON,DAY,8
2009,Cluster 1,BURGLARY,DAY,36
2009,Cluster 1,BURGLARY,EVENING,34
2009,Cluster 1,BURGLARY,MIDNIGHT,21
2009,Cluster 1,HOMICIDE,MIDNIGHT,1
2009,Cluster 1,MOTOR VEHICLE THEFT,EVENING,37
2009,Cluster 1,MOTOR VEHICLE THEFT,DAY,31
2009,Cluster 1,MOTOR VEHICLE THEFT,MIDNIGHT,7
2009,Cluster 1,ROBBERY,MIDNIGHT,76
2009,Cluster 1,ROBBERY,DAY,21
2009,Cluster 1,ROBBERY,EVENING,19
2009,Cluster 1,SEX ABUSE,EVENING,1
2009,Cluster 1,THEFT F/AUTO,DAY,69
2009,Cluster 1,THEFT F/AUTO,EVENING,51
2009,Cluster 1,THEFT F/AUTO,MIDNIGHT,18
2009,Cluster 1,THEFT/OTHER,DAY,179
2009,Cluster 1,THEFT/OTHER,EVENING,154
2009,Cluster 1,THEFT/OTHER,MIDNIGHT,63
2009,Cluster 10,ASSAULT W/DANGEROUS WEAPON,EVENING,2
2009,Cluster 10,ASSAULT W/DANGEROUS WEAPON,DAY,1
2009,Cluster 10,BURGLARY,EVENING,24
2009,Cluster 10,BURGLARY,DAY,12
2009,Cluster 10,BURGLARY,MIDNIGHT,6
2009,Cluster 10,MOTOR VEHICLE THEFT,DAY,23
2009,Cluster 10,MOTOR VEHICLE THEFT,EVENING,7
2009,Cluster 10,MOTOR VEHICLE THEFT,MIDNIGHT,6
2009,Cluster 10,ROBBERY,EVENING,8
2009,Cluster 10,ROBBERY,DAY,2
2009,Cluster 10,ROBBERY,MIDNIGHT,2
2009,Cluster 10,THEFT F/AUTO,DAY,23
2009,Cluster 10,THEFT F/AUTO,EVENING,15
2009,Cluster 10,THEFT F/AUTO,MIDNIGHT,6
2009,Cluster 10,THEFT/OTHER,EVENING,85
2009,Cluster 10,THEFT/OTHER,DAY,79
2009,Cluster 10,THEFT/OTHER,MIDNIGHT,3
2009,Cluster 11,ASSAULT W/DANGEROUS WEAPON,EVENING,4
2009,Cluster 11,ASSAULT W/DANGEROUS WEAPON,DAY,3
2009,Cluster 11,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,3
2009,Cluster 11,BURGLARY,DAY,30
2009,Cluster 11,BURGLARY,EVENING,28
2009,Cluster 11,BURGLARY,MIDNIGHT,7
2009,Cluster 11,MOTOR VEHICLE THEFT,DAY,12
2009,Cluster 11,MOTOR VEHICLE THEFT,EVENING,7
2009,Cluster 11,MOTOR VEHICLE THEFT,MIDNIGHT,7
2009,Cluster 11,ROBBERY,EVENING,12
2009,Cluster 11,ROBBERY,DAY,9
2009,Cluster 11,ROBBERY,MIDNIGHT,4
2009,Cluster 11,THEFT F/AUTO,DAY,34
2009,Cluster 11,THEFT F/AUTO,EVENING,25
2009,Cluster 11,THEFT F/AUTO,MIDNIGHT,5
2009,Cluster 11,THEFT/OTHER,EVENING,239
2009,Cluster 11,THEFT/OTHER,DAY,163
2009,Cluster 11,THEFT/OTHER,MIDNIGHT,16
2009,Cluster 12,ASSAULT W/DANGEROUS WEAPON,DAY,4
2009,Cluster 12,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2009,Cluster 12,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2009,Cluster 12,BURGLARY,EVENING,20
2009,Cluster 12,BURGLARY,DAY,12
2009,Cluster 12,BURGLARY,MIDNIGHT,7
2009,Cluster 12,MOTOR VEHICLE THEFT,DAY,9
2009,Cluster 12,MOTOR VEHICLE THEFT,MIDNIGHT,4
2009,Cluster 12,MOTOR VEHICLE THEFT,EVENING,3
2009,Cluster 12,ROBBERY,DAY,4
2009,Cluster 12,ROBBERY,EVENING,1
2009,Cluster 12,ROBBERY,MIDNIGHT,1
2009,Cluster 12,THEFT F/AUTO,DAY,15
2009,Cluster 12,THEFT F/AUTO,EVENING,14
2009,Cluster 12,THEFT F/AUTO,MIDNIGHT,1
2009,Cluster 12,THEFT/OTHER,EVENING,53
2009,Cluster 12,THEFT/OTHER,DAY,46
2009,Cluster 12,THEFT/OTHER,MIDNIGHT,8
2009,Cluster 13,BURGLARY,DAY,10
2009,Cluster 13,BURGLARY,EVENING,6
2009,Cluster 13,BURGLARY,MIDNIGHT,3
2009,Cluster 13,MOTOR VEHICLE THEFT,DAY,16
2009,Cluster 13,MOTOR VEHICLE THEFT,EVENING,9
2009,Cluster 13,MOTOR VEHICLE THEFT,MIDNIGHT,1
2009,Cluster 13,ROBBERY,EVENING,3
2009,Cluster 13,ROBBERY,DAY,2
2009,Cluster 13,ROBBERY,MIDNIGHT,1
2009,Cluster 13,SEX ABUSE,MIDNIGHT,1
2009,Cluster 13,THEFT F/AUTO,DAY,47
2009,Cluster 13,THEFT F/AUTO,EVENING,19
2009,Cluster 13,THEFT F/AUTO,MIDNIGHT,3
2009,Cluster 13,THEFT/OTHER,DAY,63
2009,Cluster 13,THEFT/OTHER,EVENING,53
2009,Cluster 13,THEFT/OTHER,MIDNIGHT,6
2009,Cluster 14,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,5
2009,Cluster 14,ASSAULT W/DANGEROUS WEAPON,EVENING,3
2009,Cluster 14,BURGLARY,EVENING,20
2009,Cluster 14,BURGLARY,DAY,12
2009,Cluster 14,BURGLARY,MIDNIGHT,4
2009,Cluster 14,MOTOR VEHICLE THEFT,DAY,8
2009,Cluster 14,MOTOR VEHICLE THEFT,EVENING,7
2009,Cluster 14,MOTOR VEHICLE THEFT,MIDNIGHT,2
2009,Cluster 14,ROBBERY,MIDNIGHT,5
2009,Cluster 14,ROBBERY,DAY,3
2009,Cluster 14,ROBBERY,EVENING,3
2009,Cluster 14,THEFT F/AUTO,DAY,42
2009,Cluster 14,THEFT F/AUTO,EVENING,12
2009,Cluster 14,THEFT F/AUTO,MIDNIGHT,11
2009,Cluster 14,THEFT/OTHER,DAY,93
2009,Cluster 14,THEFT/OTHER,EVENING,93
2009,Cluster 14,THEFT/OTHER,MIDNIGHT,18
2009,Cluster 15,ASSAULT W/DANGEROUS WEAPON,DAY,1
2009,Cluster 15,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2009,Cluster 15,BURGLARY,EVENING,28
2009,Cluster 15,BURGLARY,DAY,24
2009,Cluster 15,BURGLARY,MIDNIGHT,7
2009,Cluster 15,MOTOR VEHICLE THEFT,DAY,21
2009,Cluster 15,MOTOR VEHICLE THEFT,EVENING,14
2009,Cluster 15,MOTOR VEHICLE THEFT,MIDNIGHT,3
2009,Cluster 15,ROBBERY,MIDNIGHT,11
2009,Cluster 15,ROBBERY,EVENING,8
2009,Cluster 15,ROBBERY,DAY,4
2009,Cluster 15,THEFT F/AUTO,DAY,49
2009,Cluster 15,THEFT F/AUTO,EVENING,19
2009,Cluster 15,THEFT F/AUTO,MIDNIGHT,6
2009,Cluster 15,THEFT/OTHER,DAY,115
2009,Cluster 15,THEFT/OTHER,EVENING,87
2009,Cluster 15,THEFT/OTHER,MIDNIGHT,19
2009,Cluster 16,ASSAULT W/DANGEROUS WEAPON,DAY,1
2009,Cluster 16,ASSAULT W/DANGEROUS WEAPON,EVENING,1
2009,Cluster 16,BURGLARY,EVENING,21
2009,Cluster 16,BURGLARY,DAY,12
2009,Cluster 16,BURGLARY,MIDNIGHT,5
2009,Cluster 16,MOTOR VEHICLE THEFT,DAY,10
2009,Cluster 16,MOTOR VEHICLE THEFT,MIDNIGHT,4
2009,Cluster 16,MOTOR VEHICLE THEFT,EVENING,2
2009,Cluster 16,ROBBERY,EVENING,5
2009,Cluster 16,ROBBERY,DAY,4
2009,Cluster 16,ROBBERY,MIDNIGHT,3
2009,Cluster 16,SEX ABUSE,DAY,1
2009,Cluster 16,THEFT F/AUTO,DAY,28
2009,Cluster 16,THEFT F/AUTO,EVENING,10
2009,Cluster 16,THEFT F/AUTO,MIDNIGHT,4
2009,Cluster 16,THEFT/OTHER,DAY,61
2009,Cluster 16,THEFT/OTHER,EVENING,36
2009,Cluster 16,THEFT/OTHER,MIDNIGHT,5
2009,Cluster 17,ARSON,MIDNIGHT,1
2009,Cluster 17,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,25
2009,Cluster 17,ASSAULT W/DANGEROUS WEAPON,EVENING,18
2009,Cluster 17,ASSAULT W/DANGEROUS WEAPON,DAY,8
2009,Cluster 17,BURGLARY,EVENING,41
2009,Cluster 17,BURGLARY,DAY,31
2009,Cluster 17,BURGLARY,MIDNIGHT,19
2009,Cluster 17,HOMICIDE,MIDNIGHT,1
2009,Cluster 17,MOTOR VEHICLE THEFT,DAY,57
2009,Cluster 17,MOTOR VEHICLE THEFT,EVENING,38
2009,Cluster 17,MOTOR VEHICLE THEFT,MIDNIGHT,24
2009,Cluster 17,ROBBERY,EVENING,59
2009,Cluster 17,ROBBERY,MIDNIGHT,46
2009,Cluster 17,ROBBERY,DAY,27
2009,Cluster 17,SEX ABUSE,DAY,2
2009,Cluster 17,SEX ABUSE,EVENING,1
2009,Cluster 17,SEX ABUSE,MIDNIGHT,1
2009,Cluster 17,THEFT F/AUTO,DAY,43
2009,Cluster 17,THEFT F/AUTO,EVENING,16
2009,Cluster 17,THEFT F/AUTO,MIDNIGHT,10
2009,Cluster 17,THEFT/OTHER,DAY,143
2009,Cluster 17,THEFT/OTHER,EVENING,116
2009,Cluster 17,THEFT/OTHER,MIDNIGHT,30
2009,Cluster 18,ARSON,EVENING,1
2009,Cluster 18,ARSON,MIDNIGHT,1
2009,Cluster 18,ASSAULT W/DANGEROUS WEAPON,EVENING,78
2009,Cluster 18,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,72
2009,Cluster 18,ASSAULT W/DANGEROUS WEAPON,DAY,30
2009,Cluster 18,BURGLARY,EVENING,80
2009,Cluster 18,BURGLARY,DAY,62
2009,Cluster 18,BURGLARY,MIDNIGHT,42
2009,Cluster 18,HOMICIDE,MIDNIGHT,12
2009,Cluster 18,MOTOR VEHICLE THEFT,DAY,124
2009,Cluster 18,MOTOR VEHICLE THEFT,EVENING,72
2009,Cluster 18,MOTOR VEHICLE THEFT,MIDNIGHT,46
2009,Cluster 18,ROBBERY,MIDNIGHT,100
2009,Cluster 18,ROBBERY,EVENING,91
2009,Cluster 18,ROBBERY,DAY,37
2009,Cluster 18,SEX ABUSE,MIDNIGHT,7
2009,Cluster 18,SEX ABUSE,EVENING,2
2009,Cluster 18,SEX ABUSE,DAY,1
2009,Cluster 18,THEFT F/AUTO,DAY,79
2009,Cluster 18,THEFT F/AUTO,EVENING,59
2009,Cluster 18,THEFT F/AUTO,MIDNIGHT,21
2009,Cluster 18,THEFT/OTHER,DAY,234
2009,Cluster 18,THEFT/OTHER,EVENING,197
2009,Cluster 18,THEFT/OTHER,MIDNIGHT,66
2009,Cluster 19,ASSAULT W/DANGEROUS WEAPON,EVENING,17
2009,Cluster 19,ASSAULT W/DANGEROUS WEAPON,DAY,12
2009,Cluster 19,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,12
2009,Cluster 19,BURGLARY,EVENING,17
2009,Cluster 19,BURGLARY,DAY,9
2009,Cluster 19,BURGLARY,MIDNIGHT,9
2009,Cluster 19,HOMICIDE,MIDNIGHT,2
2009,Cluster 19,MOTOR VEHICLE THEFT,DAY,51
2009,Cluster 19,MOTOR VEHICLE THEFT,EVENING,27
2009,Cluster 19,MOTOR VEHICLE THEFT,MIDNIGHT,23
2009,Cluster 19,ROBBERY,MIDNIGHT,39
2009,Cluster 19,ROBBERY,EVENING,24
2009,Cluster 19,ROBBERY,DAY,12
2009,Cluster 19,SEX ABUSE,DAY,1
2009,Cluster 19,SEX ABUSE,EVENING,1
2009,Cluster 19,THEFT F/AUTO,DAY,21
2009,Cluster 19,THEFT F/AUTO,EVENING,9
2009,Cluster 19,THEFT F/AUTO,MIDNIGHT,3
2009,Cluster 19,THEFT/OTHER,EVENING,54
2009,Cluster 19,THEFT/OTHER,DAY,53
2009,Cluster 19,THEFT/OTHER,MIDNIGHT,21
2009,Cluster 2,ARSON,DAY,1
2009,Cluster 2,ASSAULT W/DANGEROUS WEAPON,EVENING,88
2009,Cluster 2,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,86
2009,Cluster 2,ASSAULT W/DANGEROUS WEAPON,DAY,27
2009,Cluster 2,BURGLARY,DAY,98
2009,Cluster 2,BURGLARY,EVENING,80
2009,Cluster 2,BURGLARY,MIDNIGHT,31
2009,Cluster 2,HOMICIDE,MIDNIGHT,10
2009,Cluster 2,MOTOR VEHICLE THEFT,DAY,116
2009,Cluster 2,MOTOR VEHICLE THEFT,EVENING,92
2009,Cluster 2,MOTOR VEHICLE THEFT,MIDNIGHT,51
2009,Cluster 2,ROBBERY,MIDNIGHT,175
2009,Cluster 2,ROBBERY,EVENING,136
2009,Cluster 2,ROBBERY,DAY,75
2009,Cluster 2,SEX ABUSE,MIDNIGHT,4
2009,Cluster 2,SEX ABUSE,DAY,3
2009,Cluster 2,SEX ABUSE,EVENING,1
2009,Cluster 2,THEFT F/AUTO,DAY,243
