YEAR,NEIGHBORHOOD_CLUSTER,OFFENSE,SHIFT,NUMBER_OF_CRIMES
2012,Cluster 13,THEFT/OTHER,MIDNIGHT,6
2012,Cluster 14,ASSAULT W/DANGEROUS WEAPON,DAY,2
2012,Cluster 14,ASSAULT W/DANGEROUS WEAPON,EVENING,2
2012,Cluster 14,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2012,Cluster 14,BURGLARY,EVENING,12
2012,Cluster 14,BURGLARY,DAY,10
2012,Cluster 14,BURGLARY,MIDNIGHT,5
2012,Cluster 14,MOTOR VEHICLE THEFT,DAY,5
2012,Cluster 14,MOTOR VEHICLE THEFT,EVENING,5
2012,Cluster 14,MOTOR VEHICLE THEFT,MIDNIGHT,1
2012,Cluster 14,ROBBERY,DAY,5
2012,Cluster 14,ROBBERY,EVENING,3
2012,Cluster 14,ROBBERY,MIDNIGHT,2
2012,Cluster 14,SEX ABUSE,EVENING,1
2012,Cluster 14,SEX ABUSE,MIDNIGHT,1
2012,Cluster 14,THEFT F/AUTO,DAY,84
2012,Cluster 14,THEFT F/AUTO,EVENING,24
2012,Cluster 14,THEFT F/AUTO,MIDNIGHT,10
2012,Cluster 14,THEFT/OTHER,EVENING,56
2012,Cluster 14,THEFT/OTHER,DAY,54
2012,Cluster 14,THEFT/OTHER,MIDNIGHT,5
2012,Cluster 15,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2012,Cluster 15,ASSAULT W/DANGEROUS WEAPON,DAY,1
2012,Cluster 15,BURGLARY,EVENING,18
2012,Cluster 15,BURGLARY,DAY,14
2012,Cluster 15,BURGLARY,MIDNIGHT,3
2012,Cluster 15,HOMICIDE,MIDNIGHT,1
2012,Cluster 15,MOTOR VEHICLE THEFT,DAY,10
2012,Cluster 15,MOTOR VEHICLE THEFT,EVENING,7
2012,Cluster 15,MOTOR VEHICLE THEFT,MIDNIGHT,3
2012,Cluster 15,ROBBERY,MIDNIGHT,13
2012,Cluster 15,ROBBERY,EVENING,7
2012,Cluster 15,ROBBERY,DAY,2
2012,Cluster 15,SEX ABUSE,DAY,1
2012,Cluster 15,SEX ABUSE,MIDNIGHT,1
2012,Cluster 15,THEFT F/AUTO,DAY,121
2012,Cluster 15,THEFT F/AUTO,EVENING,50
2012,Cluster 15,THEFT F/AUTO,MIDNIGHT,18
2012,Cluster 15,THEFT/OTHER,DAY,68
2012,Cluster 15,THEFT/OTHER,EVENING,63
2012,Cluster 15,THEFT/OTHER,MIDNIGHT,6
2012,Cluster 16,ASSAULT W/DANGEROUS WEAPON,EVENING,5
2012,Cluster 16,ASSAULT W/DANGEROUS WEAPON,DAY,3
2012,Cluster 16,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,1
2012,Cluster 16,BURGLARY,EVENING,9
2012,Cluster 16,BURGLARY,DAY,8
2012,Cluster 16,BURGLARY,MIDNIGHT,3
2012,Cluster 16,HOMICIDE,MIDNIGHT,1
2012,Cluster 16,MOTOR VEHICLE THEFT,DAY,7
2012,Cluster 16,MOTOR VEHICLE THEFT,EVENING,3
2012,Cluster 16,MOTOR VEHICLE THEFT,MIDNIGHT,2
2012,Cluster 16,ROBBERY,EVENING,6
2012,Cluster 16,ROBBERY,MIDNIGHT,4
2012,Cluster 16,ROBBERY,DAY,2
2012,Cluster 16,THEFT F/AUTO,DAY,68
2012,Cluster 16,THEFT F/AUTO,EVENING,39
2012,Cluster 16,THEFT F/AUTO,MIDNIGHT,11
2012,Cluster 16,THEFT/OTHER,EVENING,14
2012,Cluster 16,THEFT/OTHER,MIDNIGHT,14
2012,Cluster 16,THEFT/OTHER,DAY,13
2012,Cluster 17,ARSON,MIDNIGHT,1
2012,Cluster 17,ASSAULT W/DANGEROUS WEAPON,EVENING,28
2012,Cluster 17,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,13
2012,Cluster 17,ASSAULT W/DANGEROUS WEAPON,DAY,10
2012,Cluster 17,BURGLARY,EVENING,35
2012,Cluster 17,BURGLARY,DAY,21
2012,Cluster 17,BURGLARY,MIDNIGHT,11
2012,Cluster 17,MOTOR VEHICLE THEFT,DAY,39
2012,Cluster 17,MOTOR VEHICLE THEFT,EVENING,28
2012,Cluster 17,MOTOR VEHICLE THEFT,MIDNIGHT,10
2012,Cluster 17,ROBBERY,EVENING,69
2012,Cluster 17,ROBBERY,MIDNIGHT,39
2012,Cluster 17,ROBBERY,DAY,23
2012,Cluster 17,SEX ABUSE,DAY,4
2012,Cluster 17,SEX ABUSE,EVENING,3
2012,Cluster 17,SEX ABUSE,MIDNIGHT,2
2012,Cluster 17,THEFT F/AUTO,DAY,130
2012,Cluster 17,THEFT F/AUTO,EVENING,83
2012,Cluster 17,THEFT F/AUTO,MIDNIGHT,51
2012,Cluster 17,THEFT/OTHER,EVENING,120
2012,Cluster 17,THEFT/OTHER,DAY,84
2012,Cluster 17,THEFT/OTHER,MIDNIGHT,33
2012,Cluster 18,ARSON,MIDNIGHT,1
2012,Cluster 18,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,57
2012,Cluster 18,ASSAULT W/DANGEROUS WEAPON,EVENING,56
2012,Cluster 18,ASSAULT W/DANGEROUS WEAPON,DAY,21
2012,Cluster 18,BURGLARY,EVENING,96
2012,Cluster 18,BURGLARY,DAY,74
2012,Cluster 18,BURGLARY,MIDNIGHT,33
2012,Cluster 18,HOMICIDE,MIDNIGHT,2
2012,Cluster 18,MOTOR VEHICLE THEFT,DAY,56
2012,Cluster 18,MOTOR VEHICLE THEFT,EVENING,42
2012,Cluster 18,MOTOR VEHICLE THEFT,MIDNIGHT,24
2012,Cluster 18,ROBBERY,MIDNIGHT,102
2012,Cluster 18,ROBBERY,EVENING,100
2012,Cluster 18,ROBBERY,DAY,56
2012,Cluster 18,SEX ABUSE,DAY,8
2012,Cluster 18,SEX ABUSE,EVENING,2
2012,Cluster 18,SEX ABUSE,MIDNIGHT,1
2012,Cluster 18,THEFT F/AUTO,DAY,271
2012,Cluster 18,THEFT F/AUTO,EVENING,143
2012,Cluster 18,THEFT F/AUTO,MIDNIGHT,57
2012,Cluster 18,THEFT/OTHER,EVENING,204
2012,Cluster 18,THEFT/OTHER,DAY,169
2012,Cluster 18,THEFT/OTHER,MIDNIGHT,34
2012,Cluster 19,ASSAULT W/DANGEROUS WEAPON,EVENING,15
2012,Cluster 19,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,12
2012,Cluster 19,ASSAULT W/DANGEROUS WEAPON,DAY,8
2012,Cluster 19,BURGLARY,EVENING,24
2012,Cluster 19,BURGLARY,DAY,11
2012,Cluster 19,BURGLARY,MIDNIGHT,1
2012,Cluster 19,HOMICIDE,MIDNIGHT,2
2012,Cluster 19,MOTOR VEHICLE THEFT,DAY,30
2012,Cluster 19,MOTOR VEHICLE THEFT,EVENING,19
2012,Cluster 19,MOTOR VEHICLE THEFT,MIDNIGHT,15
2012,Cluster 19,ROBBERY,MIDNIGHT,17
2012,Cluster 19,ROBBERY,EVENING,15
2012,Cluster 19,ROBBERY,DAY,9
2012,Cluster 19,SEX ABUSE,EVENING,2
2012,Cluster 19,SEX ABUSE,DAY,1
2012,Cluster 19,THEFT F/AUTO,DAY,77
2012,Cluster 19,THEFT F/AUTO,EVENING,38
2012,Cluster 19,THEFT F/AUTO,MIDNIGHT,18
2012,Cluster 19,THEFT/OTHER,EVENING,42
2012,Cluster 19,THEFT/OTHER,DAY,28
2012,Cluster 19,THEFT/OTHER,MIDNIGHT,13
2012,Cluster 2,ARSON,DAY,1
2012,Cluster 2,ARSON,EVENING,1
2012,Cluster 2,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,53
2012,Cluster 2,ASSAULT W/DANGEROUS WEAPON,EVENING,39
2012,Cluster 2,ASSAULT W/DANGEROUS WEAPON,DAY,28
2012,Cluster 2,BURGLARY,EVENING,89
2012,Cluster 2,BURGLARY,DAY,75
2012,Cluster 2,BURGLARY,MIDNIGHT,29
2012,Cluster 2,HOMICIDE,MIDNIGHT,4
2012,Cluster 2,MOTOR VEHICLE THEFT,DAY,51
2012,Cluster 2,MOTOR VEHICLE THEFT,EVENING,43
2012,Cluster 2,MOTOR VEHICLE THEFT,MIDNIGHT,16
2012,Cluster 2,ROBBERY,EVENING,163
2012,Cluster 2,ROBBERY,MIDNIGHT,147
2012,Cluster 2,ROBBERY,DAY,70
2012,Cluster 2,SEX ABUSE,EVENING,5
2012,Cluster 2,SEX ABUSE,DAY,4
2012,Cluster 2,SEX ABUSE,MIDNIGHT,3
2012,Cluster 2,THEFT F/AUTO,DAY,507
2012,Cluster 2,THEFT F/AUTO,EVENING,330
2012,Cluster 2,THEFT F/AUTO,MIDNIGHT,137
2012,Cluster 2,THEFT/OTHER,EVENING,523
2012,Cluster 2,THEFT/OTHER,DAY,362
2012,Cluster 2,THEFT/OTHER,MIDNIGHT,73
2012,Cluster 20,ASSAULT W/DANGEROUS WEAPON,EVENING,12
2012,Cluster 20,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,5
2012,Cluster 20,ASSAULT W/DANGEROUS WEAPON,DAY,3
2012,Cluster 20,BURGLARY,EVENING,17
2012,Cluster 20,BURGLARY,DAY,6
2012,Cluster 20,BURGLARY,MIDNIGHT,3
2012,Cluster 20,HOMICIDE,MIDNIGHT,4
2012,Cluster 20,MOTOR VEHICLE THEFT,DAY,24
2012,Cluster 20,MOTOR VEHICLE THEFT,EVENING,13
2012,Cluster 20,MOTOR VEHICLE THEFT,MIDNIGHT,11
2012,Cluster 20,ROBBERY,MIDNIGHT,18
2012,Cluster 20,ROBBERY,EVENING,15
2012,Cluster 20,ROBBERY,DAY,11
2012,Cluster 20,SEX ABUSE,EVENING,4
2012,Cluster 20,SEX ABUSE,DAY,1
2012,Cluster 20,SEX ABUSE,MIDNIGHT,1
2012,Cluster 20,THEFT F/AUTO,DAY,129
2012,Cluster 20,THEFT F/AUTO,EVENING,43
2012,Cluster 20,THEFT F/AUTO,MIDNIGHT,25
2012,Cluster 20,THEFT/OTHER,DAY,59
2012,Cluster 20,THEFT/OTHER,EVENING,52
2012,Cluster 20,THEFT/OTHER,MIDNIGHT,9
2012,Cluster 21,ARSON,DAY,1
2012,Cluster 21,ASSAULT W/DANGEROUS WEAPON,EVENING,40
2012,Cluster 21,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,27
2012,Cluster 21,ASSAULT W/DANGEROUS WEAPON,DAY,21
2012,Cluster 21,BURGLARY,EVENING,143
2012,Cluster 21,BURGLARY,DAY,88
2012,Cluster 21,BURGLARY,MIDNIGHT,28
2012,Cluster 21,HOMICIDE,MIDNIGHT,4
2012,Cluster 21,MOTOR VEHICLE THEFT,DAY,55
2012,Cluster 21,MOTOR VEHICLE THEFT,EVENING,50
2012,Cluster 21,MOTOR VEHICLE THEFT,MIDNIGHT,22
2012,Cluster 21,ROBBERY,EVENING,78
2012,Cluster 21,ROBBERY,MIDNIGHT,51
2012,Cluster 21,ROBBERY,DAY,34
2012,Cluster 21,SEX ABUSE,MIDNIGHT,7
2012,Cluster 21,SEX ABUSE,EVENING,5
2012,Cluster 21,THEFT F/AUTO,DAY,209
2012,Cluster 21,THEFT F/AUTO,EVENING,138
2012,Cluster 21,THEFT F/AUTO,MIDNIGHT,50
2012,Cluster 21,THEFT/OTHER,EVENING,146
2012,Cluster 21,THEFT/OTHER,DAY,143
2012,Cluster 21,THEFT/OTHER,MIDNIGHT,35
2012,Cluster 22,ARSON,EVENING,1
2012,Cluster 22,ASSAULT W/DANGEROUS WEAPON,EVENING,37
2012,Cluster 22,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,28
2012,Cluster 22,ASSAULT W/DANGEROUS WEAPON,DAY,18
2012,Cluster 22,BURGLARY,DAY,49
2012,Cluster 22,BURGLARY,EVENING,32
2012,Cluster 22,BURGLARY,MIDNIGHT,8
2012,Cluster 22,HOMICIDE,MIDNIGHT,4
2012,Cluster 22,MOTOR VEHICLE THEFT,DAY,70
2012,Cluster 22,MOTOR VEHICLE THEFT,EVENING,36
2012,Cluster 22,MOTOR VEHICLE THEFT,MIDNIGHT,17
2012,Cluster 22,ROBBERY,EVENING,48
2012,Cluster 22,ROBBERY,MIDNIGHT,37
2012,Cluster 22,ROBBERY,DAY,28
2012,Cluster 22,SEX ABUSE,DAY,5
2012,Cluster 22,SEX ABUSE,MIDNIGHT,4
2012,Cluster 22,SEX ABUSE,EVENING,1
2012,Cluster 22,THEFT F/AUTO,DAY,176
2012,Cluster 22,THEFT F/AUTO,MIDNIGHT,106
2012,Cluster 22,THEFT F/AUTO,EVENING,88
2012,Cluster 22,THEFT/OTHER,DAY,155
2012,Cluster 22,THEFT/OTHER,EVENING,99
2012,Cluster 22,THEFT/OTHER,MIDNIGHT,37
2012,Cluster 23,ARSON,DAY,2
2012,Cluster 23,ARSON,EVENING,1
2012,Cluster 23,ARSON,MIDNIGHT,1
2012,Cluster 23,ASSAULT W/DANGEROUS WEAPON,EVENING,68
2012,Cluster 23,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,53
2012,Cluster 23,ASSAULT W/DANGEROUS WEAPON,DAY,40
2012,Cluster 23,BURGLARY,EVENING,81
2012,Cluster 23,BURGLARY,DAY,80
2012,Cluster 23,BURGLARY,MIDNIGHT,34
2012,Cluster 23,HOMICIDE,MIDNIGHT,6
2012,Cluster 23,MOTOR VEHICLE THEFT,DAY,67
2012,Cluster 23,MOTOR VEHICLE THEFT,EVENING,39
2012,Cluster 23,MOTOR VEHICLE THEFT,MIDNIGHT,24
2012,Cluster 23,ROBBERY,EVENING,66
2012,Cluster 23,ROBBERY,MIDNIGHT,52
2012,Cluster 23,ROBBERY,DAY,44
2012,Cluster 23,SEX ABUSE,DAY,5
2012,Cluster 23,SEX ABUSE,MIDNIGHT,4
2012,Cluster 23,SEX ABUSE,EVENING,1
2012,Cluster 23,THEFT F/AUTO,DAY,111
2012,Cluster 23,THEFT F/AUTO,MIDNIGHT,89
2012,Cluster 23,THEFT F/AUTO,EVENING,78
2012,Cluster 23,THEFT/OTHER,EVENING,160
2012,Cluster 23,THEFT/OTHER,DAY,144
2012,Cluster 23,THEFT/OTHER,MIDNIGHT,41
2012,Cluster 24,ASSAULT W/DANGEROUS WEAPON,EVENING,17
2012,Cluster 24,ASSAULT W/DANGEROUS WEAPON,DAY,4
2012,Cluster 24,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,3
2012,Cluster 24,BURGLARY,DAY,20
2012,Cluster 24,BURGLARY,EVENING,16
2012,Cluster 24,BURGLARY,MIDNIGHT,1
2012,Cluster 24,HOMICIDE,MIDNIGHT,2
2012,Cluster 24,MOTOR VEHICLE THEFT,DAY,45
2012,Cluster 24,MOTOR VEHICLE THEFT,EVENING,22
2012,Cluster 24,MOTOR VEHICLE THEFT,MIDNIGHT,20
2012,Cluster 24,ROBBERY,MIDNIGHT,17
2012,Cluster 24,ROBBERY,EVENING,16
2012,Cluster 24,ROBBERY,DAY,13
2012,Cluster 24,SEX ABUSE,MIDNIGHT,3
2012,Cluster 24,SEX ABUSE,DAY,2
2012,Cluster 24,THEFT F/AUTO,DAY,88
2012,Cluster 24,THEFT F/AUTO,MIDNIGHT,42
2012,Cluster 24,THEFT F/AUTO,EVENING,39
2012,Cluster 24,THEFT/OTHER,EVENING,27
2012,Cluster 24,THEFT/OTHER,DAY,21
2012,Cluster 24,THEFT/OTHER,MIDNIGHT,10
2012,Cluster 25,ARSON,DAY,1
2012,Cluster 25,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,34
2012,Cluster 25,ASSAULT W/DANGEROUS WEAPON,EVENING,30
2012,Cluster 25,ASSAULT W/DANGEROUS WEAPON,DAY,21
2012,Cluster 25,BURGLARY,EVENING,79
2012,Cluster 25,BURGLARY,DAY,71
2012,Cluster 25,BURGLARY,MIDNIGHT,22
2012,Cluster 25,HOMICIDE,MIDNIGHT,4
2012,Cluster 25,MOTOR VEHICLE THEFT,DAY,77
2012,Cluster 25,MOTOR VEHICLE THEFT,EVENING,50
2012,Cluster 25,MOTOR VEHICLE THEFT,MIDNIGHT,25
2012,Cluster 25,ROBBERY,MIDNIGHT,100
2012,Cluster 25,ROBBERY,EVENING,77
2012,Cluster 25,ROBBERY,DAY,59
2012,Cluster 25,SEX ABUSE,MIDNIGHT,9
2012,Cluster 25,SEX ABUSE,EVENING,4
2012,Cluster 25,SEX ABUSE,DAY,1
2012,Cluster 25,THEFT F/AUTO,DAY,383
2012,Cluster 25,THEFT F/AUTO,MIDNIGHT,179
2012,Cluster 25,THEFT F/AUTO,EVENING,161
2012,Cluster 25,THEFT/OTHER,EVENING,304
2012,Cluster 25,THEFT/OTHER,DAY,293
2012,Cluster 25,THEFT/OTHER,MIDNIGHT,97
2012,Cluster 26,ARSON,MIDNIGHT,1
2012,Cluster 26,ASSAULT W/DANGEROUS WEAPON,EVENING,30
2012,Cluster 26,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,19
2012,Cluster 26,ASSAULT W/DANGEROUS WEAPON,DAY,16
2012,Cluster 26,BURGLARY,EVENING,80
2012,Cluster 26,BURGLARY,DAY,75
2012,Cluster 26,BURGLARY,MIDNIGHT,20
2012,Cluster 26,HOMICIDE,MIDNIGHT,1
2012,Cluster 26,MOTOR VEHICLE THEFT,DAY,44
2012,Cluster 26,MOTOR VEHICLE THEFT,EVENING,27
2012,Cluster 26,MOTOR VEHICLE THEFT,MIDNIGHT,9
2012,Cluster 26,ROBBERY,EVENING,91
2012,Cluster 26,ROBBERY,DAY,33
2012,Cluster 26,ROBBERY,MIDNIGHT,26
2012,Cluster 26,SEX ABUSE,DAY,4
2012,Cluster 26,SEX ABUSE,EVENING,2
2012,Cluster 26,SEX ABUSE,MIDNIGHT,2
2012,Cluster 26,THEFT F/AUTO,DAY,337
2012,Cluster 26,THEFT F/AUTO,EVENING,171
2012,Cluster 26,THEFT F/AUTO,MIDNIGHT,57
2012,Cluster 26,THEFT/OTHER,EVENING,282
2012,Cluster 26,THEFT/OTHER,DAY,278
2012,Cluster 26,THEFT/OTHER,MIDNIGHT,43
2012,Cluster 27,ASSAULT W/DANGEROUS WEAPON,DAY,2
2012,Cluster 27,ASSAULT W/DANGEROUS WEAPON,EVENING,2
2012,Cluster 27,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,2
2012,Cluster 27,BURGLARY,EVENING,7
2012,Cluster 27,BURGLARY,DAY,4
2012,Cluster 27,BURGLARY,MIDNIGHT,3
2012,Cluster 27,MOTOR VEHICLE THEFT,EVENING,9
2012,Cluster 27,MOTOR VEHICLE THEFT,DAY,6
2012,Cluster 27,MOTOR VEHICLE THEFT,MIDNIGHT,1
2012,Cluster 27,ROBBERY,EVENING,11
2012,Cluster 27,ROBBERY,MIDNIGHT,5
2012,Cluster 27,ROBBERY,DAY,1
2012,Cluster 27,THEFT F/AUTO,DAY,14
2012,Cluster 27,THEFT F/AUTO,EVENING,11
2012,Cluster 27,THEFT F/AUTO,MIDNIGHT,6
2012,Cluster 27,THEFT/OTHER,DAY,49
2012,Cluster 27,THEFT/OTHER,EVENING,33
2012,Cluster 27,THEFT/OTHER,MIDNIGHT,5
2012,Cluster 28,ARSON,EVENING,2
2012,Cluster 28,ARSON,MIDNIGHT,1
2012,Cluster 28,ASSAULT W/DANGEROUS WEAPON,DAY,19
2012,Cluster 28,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,18
2012,Cluster 28,ASSAULT W/DANGEROUS WEAPON,EVENING,17
2012,Cluster 28,BURGLARY,DAY,38
2012,Cluster 28,BURGLARY,EVENING,28
2012,Cluster 28,BURGLARY,MIDNIGHT,15
2012,Cluster 28,HOMICIDE,MIDNIGHT,4
2012,Cluster 28,MOTOR VEHICLE THEFT,DAY,24
2012,Cluster 28,MOTOR VEHICLE THEFT,EVENING,18
2012,Cluster 28,MOTOR VEHICLE THEFT,MIDNIGHT,16
2012,Cluster 28,ROBBERY,EVENING,38
2012,Cluster 28,ROBBERY,DAY,22
2012,Cluster 28,ROBBERY,MIDNIGHT,17
2012,Cluster 28,SEX ABUSE,DAY,1
2012,Cluster 28,SEX ABUSE,EVENING,1
2012,Cluster 28,SEX ABUSE,MIDNIGHT,1
2012,Cluster 28,THEFT F/AUTO,DAY,33
2012,Cluster 28,THEFT F/AUTO,EVENING,16
2012,Cluster 28,THEFT F/AUTO,MIDNIGHT,10
2012,Cluster 28,THEFT/OTHER,DAY,40
2012,Cluster 28,THEFT/OTHER,EVENING,29
2012,Cluster 28,THEFT/OTHER,MIDNIGHT,3
2012,Cluster 29,ARSON,EVENING,1
2012,Cluster 29,ASSAULT W/DANGEROUS WEAPON,EVENING,10
2012,Cluster 29,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,10
2012,Cluster 29,ASSAULT W/DANGEROUS WEAPON,DAY,2
2012,Cluster 29,BURGLARY,DAY,14
2012,Cluster 29,BURGLARY,EVENING,13
2012,Cluster 29,BURGLARY,MIDNIGHT,9
2012,Cluster 29,HOMICIDE,MIDNIGHT,4
2012,Cluster 29,MOTOR VEHICLE THEFT,EVENING,11
2012,Cluster 29,MOTOR VEHICLE THEFT,DAY,6
2012,Cluster 29,MOTOR VEHICLE THEFT,MIDNIGHT,6
2012,Cluster 29,ROBBERY,DAY,3
2012,Cluster 29,ROBBERY,MIDNIGHT,3
2012,Cluster 29,ROBBERY,EVENING,1
2012,Cluster 29,SEX ABUSE,MIDNIGHT,1
2012,Cluster 29,THEFT F/AUTO,DAY,8
2012,Cluster 29,THEFT F/AUTO,MIDNIGHT,4
2012,Cluster 29,THEFT F/AUTO,EVENING,2
2012,Cluster 29,THEFT/OTHER,DAY,16
2012,Cluster 29,THEFT/OTHER,EVENING,15
2012,Cluster 29,THEFT/OTHER,MIDNIGHT,2
2012,Cluster 3,ARSON,DAY,2
2012,Cluster 3,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,34
2012,Cluster 3,ASSAULT W/DANGEROUS WEAPON,DAY,19
2012,Cluster 3,ASSAULT W/DANGEROUS WEAPON,EVENING,18
2012,Cluster 3,BURGLARY,DAY,43
2012,Cluster 3,BURGLARY,EVENING,43
2012,Cluster 3,BURGLARY,MIDNIGHT,25
2012,Cluster 3,HOMICIDE,MIDNIGHT,1
2012,Cluster 3,MOTOR VEHICLE THEFT,DAY,31
2012,Cluster 3,MOTOR VEHICLE THEFT,MIDNIGHT,20
2012,Cluster 3,MOTOR VEHICLE THEFT,EVENING,19
2012,Cluster 3,ROBBERY,MIDNIGHT,77
2012,Cluster 3,ROBBERY,EVENING,61
2012,Cluster 3,ROBBERY,DAY,30
2012,Cluster 3,SEX ABUSE,MIDNIGHT,9
2012,Cluster 3,SEX ABUSE,DAY,5
2012,Cluster 3,SEX ABUSE,EVENING,1
2012,Cluster 3,THEFT F/AUTO,DAY,260
2012,Cluster 3,THEFT F/AUTO,EVENING,204
2012,Cluster 3,THEFT F/AUTO,MIDNIGHT,109
2012,Cluster 3,THEFT/OTHER,EVENING,212
2012,Cluster 3,THEFT/OTHER,DAY,182
2012,Cluster 3,THEFT/OTHER,MIDNIGHT,65
2012,Cluster 30,ARSON,DAY,1
2012,Cluster 30,ASSAULT W/DANGEROUS WEAPON,EVENING,14
2012,Cluster 30,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,12
2012,Cluster 30,ASSAULT W/DANGEROUS WEAPON,DAY,8
2012,Cluster 30,BURGLARY,DAY,17
2012,Cluster 30,BURGLARY,EVENING,12
2012,Cluster 30,BURGLARY,MIDNIGHT,4
2012,Cluster 30,HOMICIDE,MIDNIGHT,4
2012,Cluster 30,MOTOR VEHICLE THEFT,DAY,24
2012,Cluster 30,MOTOR VEHICLE THEFT,EVENING,17
2012,Cluster 30,MOTOR VEHICLE THEFT,MIDNIGHT,16
2012,Cluster 30,ROBBERY,EVENING,35
2012,Cluster 30,ROBBERY,DAY,22
2012,Cluster 30,ROBBERY,MIDNIGHT,22
2012,Cluster 30,SEX ABUSE,DAY,2
2012,Cluster 30,SEX ABUSE,EVENING,2
2012,Cluster 30,SEX ABUSE,MIDNIGHT,2
2012,Cluster 30,THEFT F/AUTO,DAY,42
2012,Cluster 30,THEFT F/AUTO,EVENING,23
2012,Cluster 30,THEFT F/AUTO,MIDNIGHT,15
2012,Cluster 30,THEFT/OTHER,EVENING,62
2012,Cluster 30,THEFT/OTHER,DAY,50
2012,Cluster 30,THEFT/OTHER,MIDNIGHT,12
2012,Cluster 31,ASSAULT W/DANGEROUS WEAPON,EVENING,45
2012,Cluster 31,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,25
2012,Cluster 31,ASSAULT W/DANGEROUS WEAPON,DAY,16
2012,Cluster 31,BURGLARY,EVENING,81
2012,Cluster 31,BURGLARY,DAY,38
2012,Cluster 31,BURGLARY,MIDNIGHT,24
2012,Cluster 31,HOMICIDE,MIDNIGHT,2
2012,Cluster 31,MOTOR VEHICLE THEFT,DAY,61
2012,Cluster 31,MOTOR VEHICLE THEFT,EVENING,50
2012,Cluster 31,MOTOR VEHICLE THEFT,MIDNIGHT,34
2012,Cluster 31,ROBBERY,EVENING,72
2012,Cluster 31,ROBBERY,MIDNIGHT,39
2012,Cluster 31,ROBBERY,DAY,38
2012,Cluster 31,SEX ABUSE,DAY,6
2012,Cluster 31,SEX ABUSE,MIDNIGHT,6
2012,Cluster 31,SEX ABUSE,EVENING,5
2012,Cluster 31,THEFT F/AUTO,DAY,71
2012,Cluster 31,THEFT F/AUTO,EVENING,33
2012,Cluster 31,THEFT F/AUTO,MIDNIGHT,12
2012,Cluster 31,THEFT/OTHER,DAY,95
2012,Cluster 31,THEFT/OTHER,EVENING,94
2012,Cluster 31,THEFT/OTHER,MIDNIGHT,20
2012,Cluster 32,ARSON,EVENING,1
2012,Cluster 32,ARSON,MIDNIGHT,1
2012,Cluster 32,ASSAULT W/DANGEROUS WEAPON,EVENING,51
2012,Cluster 32,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,38
2012,Cluster 32,ASSAULT W/DANGEROUS WEAPON,DAY,20
2012,Cluster 32,BURGLARY,EVENING,59
2012,Cluster 32,BURGLARY,DAY,30
2012,Cluster 32,BURGLARY,MIDNIGHT,13
2012,Cluster 32,HOMICIDE,MIDNIGHT,6
2012,Cluster 32,MOTOR VEHICLE THEFT,DAY,62
2012,Cluster 32,MOTOR VEHICLE THEFT,EVENING,48
2012,Cluster 32,MOTOR VEHICLE THEFT,MIDNIGHT,33
2012,Cluster 32,ROBBERY,EVENING,69
2012,Cluster 32,ROBBERY,MIDNIGHT,40
2012,Cluster 32,ROBBERY,DAY,30
2012,Cluster 32,SEX ABUSE,DAY,3
2012,Cluster 32,SEX ABUSE,EVENING,3
2012,Cluster 32,SEX ABUSE,MIDNIGHT,3
2012,Cluster 32,THEFT F/AUTO,DAY,47
2012,Cluster 32,THEFT F/AUTO,EVENING,32
2012,Cluster 32,THEFT F/AUTO,MIDNIGHT,18
2012,Cluster 32,THEFT/OTHER,EVENING,150
2012,Cluster 32,THEFT/OTHER,DAY,96
2012,Cluster 32,THEFT/OTHER,MIDNIGHT,18
2012,Cluster 33,ARSON,EVENING,1
2012,Cluster 33,ASSAULT W/DANGEROUS WEAPON,EVENING,51
2012,Cluster 33,ASSAULT W/DANGEROUS WEAPON,MIDNIGHT,28
2012,Cluster 33,ASSAULT W/DANGEROUS WEAPON,DAY,23
2012,Cluster 33,BURGLARY,EVENING,81
2012,Cluster 33,BURGLARY,DAY,56
2012,Cluster 33,BURGLARY,MIDNIGHT,19
2012,Cluster 33,HOMICIDE,MIDNIGHT,8
2012,Cluster 33,MOTOR VEHICLE THEFT,DAY,78
2012,Cluster 33,MOTOR VEHICLE THEFT,EVENING,48
