,Year,Neighborhood Cluster,Offense,Neighborhoods,Median Price,Number of Crimes
276,2008,Cluster 39,Arson,"Congress Heights, Bellevue, Washington Highlands",258000,8
277,2008,Cluster 39,Assault w/Dangerous Weapon,"Congress Heights, Bellevue, Washington Highlands",258000,282
278,2008,Cluster 39,Burglary,"Congress Heights, Bellevue, Washington Highlands",258000,312
279,2008,Cluster 39,Homicide,"Congress Heights, Bellevue, Washington Highlands",258000,24
280,2008,Cluster 39,Motor Vehicle Theft,"Congress Heights, Bellevue, Washington Highlands",258000,397
281,2008,Cluster 39,Robbery,"Congress Heights, Bellevue, Washington Highlands",258000,292
282,2008,Cluster 39,Sex Abuse,"Congress Heights, Bellevue, Washington Highlands",258000,12
283,2008,Cluster 39,Theft/Other,"Congress Heights, Bellevue, Washington Highlands",258000,572
284,2009,Cluster 01,Arson,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,1
285,2009,Cluster 01,Assault w/Dangerous Weapon,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,45
286,2009,Cluster 01,Burglary,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,91
287,2009,Cluster 01,Homicide,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,1
288,2009,Cluster 01,Motor Vehicle Theft,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,75
289,2009,Cluster 01,Robbery,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,116
290,2009,Cluster 01,Sex Abuse,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,1
291,2009,Cluster 01,Theft f/Auto,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,138
292,2009,Cluster 01,Theft/Other,"Kalorama Heights, Adams Morgan, Lanier Heights",955000,396
293,2009,Cluster 02,Arson,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,1
294,2009,Cluster 02,Assault w/Dangerous Weapon,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,201
295,2009,Cluster 02,Burglary,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,209
296,2009,Cluster 02,Homicide,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,10
297,2009,Cluster 02,Motor Vehicle Theft,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,259
298,2009,Cluster 02,Robbery,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,386
299,2009,Cluster 02,Sex Abuse,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,8
300,2009,Cluster 02,Theft f/Auto,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,455
301,2009,Cluster 02,Theft/Other,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",430000,980
302,2009,Cluster 03,Assault w/Dangerous Weapon,"Howard University, Le Droit Park, Cardozo/Shaw",605500,62
303,2009,Cluster 03,Burglary,"Howard University, Le Droit Park, Cardozo/Shaw",605500,57
304,2009,Cluster 03,Homicide,"Howard University, Le Droit Park, Cardozo/Shaw",605500,1
305,2009,Cluster 03,Motor Vehicle Theft,"Howard University, Le Droit Park, Cardozo/Shaw",605500,115
306,2009,Cluster 03,Robbery,"Howard University, Le Droit Park, Cardozo/Shaw",605500,148
307,2009,Cluster 03,Sex Abuse,"Howard University, Le Droit Park, Cardozo/Shaw",605500,4
308,2009,Cluster 03,Theft f/Auto,"Howard University, Le Droit Park, Cardozo/Shaw",605500,270
309,2009,Cluster 03,Theft/Other,"Howard University, Le Droit Park, Cardozo/Shaw",605500,554
310,2009,Cluster 04,Assault w/Dangerous Weapon,"Georgetown, Burleith/Hillandale",1140500,17
311,2009,Cluster 04,Burglary,"Georgetown, Burleith/Hillandale",1140500,80
312,2009,Cluster 04,Motor Vehicle Theft,"Georgetown, Burleith/Hillandale",1140500,47
313,2009,Cluster 04,Robbery,"Georgetown, Burleith/Hillandale",1140500,43
314,2009,Cluster 04,Sex Abuse,"Georgetown, Burleith/Hillandale",1140500,2
315,2009,Cluster 04,Theft f/Auto,"Georgetown, Burleith/Hillandale",1140500,76
316,2009,Cluster 04,Theft/Other,"Georgetown, Burleith/Hillandale",1140500,619
317,2009,Cluster 05,Assault w/Dangerous Weapon,"West End, Foggy Bottom, GWU",672000,14
318,2009,Cluster 05,Burglary,"West End, Foggy Bottom, GWU",672000,47
319,2009,Cluster 05,Motor Vehicle Theft,"West End, Foggy Bottom, GWU",672000,35
320,2009,Cluster 05,Robbery,"West End, Foggy Bottom, GWU",672000,35
321,2009,Cluster 05,Sex Abuse,"West End, Foggy Bottom, GWU",672000,4
322,2009,Cluster 05,Theft f/Auto,"West End, Foggy Bottom, GWU",672000,46
323,2009,Cluster 05,Theft/Other,"West End, Foggy Bottom, GWU",672000,319
324,2009,Cluster 06,Arson,"Dupont Circle, Connecticut Avenue/K Street",862500,2
325,2009,Cluster 06,Assault w/Dangerous Weapon,"Dupont Circle, Connecticut Avenue/K Street",862500,50
326,2009,Cluster 06,Burglary,"Dupont Circle, Connecticut Avenue/K Street",862500,154
327,2009,Cluster 06,Motor Vehicle Theft,"Dupont Circle, Connecticut Avenue/K Street",862500,117
328,2009,Cluster 06,Robbery,"Dupont Circle, Connecticut Avenue/K Street",862500,138
329,2009,Cluster 06,Sex Abuse,"Dupont Circle, Connecticut Avenue/K Street",862500,3
330,2009,Cluster 06,Theft f/Auto,"Dupont Circle, Connecticut Avenue/K Street",862500,248
331,2009,Cluster 06,Theft/Other,"Dupont Circle, Connecticut Avenue/K Street",862500,1249
332,2009,Cluster 07,Arson,"Shaw, Logan Circle",510000,1
333,2009,Cluster 07,Assault w/Dangerous Weapon,"Shaw, Logan Circle",510000,53
334,2009,Cluster 07,Burglary,"Shaw, Logan Circle",510000,91
335,2009,Cluster 07,Homicide,"Shaw, Logan Circle",510000,1
336,2009,Cluster 07,Motor Vehicle Theft,"Shaw, Logan Circle",510000,88
337,2009,Cluster 07,Robbery,"Shaw, Logan Circle",510000,122
338,2009,Cluster 07,Sex Abuse,"Shaw, Logan Circle",510000,4
339,2009,Cluster 07,Theft f/Auto,"Shaw, Logan Circle",510000,151
340,2009,Cluster 07,Theft/Other,"Shaw, Logan Circle",510000,503
341,2009,Cluster 09,Assault w/Dangerous Weapon,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,46
342,2009,Cluster 09,Burglary,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,48
343,2009,Cluster 09,Homicide,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,2
344,2009,Cluster 09,Motor Vehicle Theft,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,54
345,2009,Cluster 09,Robbery,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,40
346,2009,Cluster 09,Sex Abuse,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,1
347,2009,Cluster 09,Theft f/Auto,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,65
348,2009,Cluster 09,Theft/Other,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",640000,176
349,2009,Cluster 10,Assault w/Dangerous Weapon,"Hawthorne, Barnaby Woods, Chevy Chase",802500,3
350,2009,Cluster 10,Burglary,"Hawthorne, Barnaby Woods, Chevy Chase",802500,42
351,2009,Cluster 10,Motor Vehicle Theft,"Hawthorne, Barnaby Woods, Chevy Chase",802500,36
352,2009,Cluster 10,Robbery,"Hawthorne, Barnaby Woods, Chevy Chase",802500,12
353,2009,Cluster 10,Theft f/Auto,"Hawthorne, Barnaby Woods, Chevy Chase",802500,44
354,2009,Cluster 10,Theft/Other,"Hawthorne, Barnaby Woods, Chevy Chase",802500,167
355,2009,Cluster 11,Assault w/Dangerous Weapon,"Friendship Heights, American University Park, Tenleytown",786000,10
356,2009,Cluster 11,Burglary,"Friendship Heights, American University Park, Tenleytown",786000,65
357,2009,Cluster 11,Motor Vehicle Theft,"Friendship Heights, American University Park, Tenleytown",786000,26
358,2009,Cluster 11,Robbery,"Friendship Heights, American University Park, Tenleytown",786000,25
359,2009,Cluster 11,Theft f/Auto,"Friendship Heights, American University Park, Tenleytown",786000,64
360,2009,Cluster 11,Theft/Other,"Friendship Heights, American University Park, Tenleytown",786000,418
361,2009,Cluster 12,Assault w/Dangerous Weapon,"North Cleveland Park, Forest Hills, Van Ness",956000,7
362,2009,Cluster 12,Burglary,"North Cleveland Park, Forest Hills, Van Ness",956000,39
363,2009,Cluster 12,Motor Vehicle Theft,"North Cleveland Park, Forest Hills, Van Ness",956000,16
364,2009,Cluster 12,Robbery,"North Cleveland Park, Forest Hills, Van Ness",956000,6
365,2009,Cluster 12,Theft f/Auto,"North Cleveland Park, Forest Hills, Van Ness",956000,30
366,2009,Cluster 12,Theft/Other,"North Cleveland Park, Forest Hills, Van Ness",956000,107
367,2009,Cluster 13,Burglary,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1050000,19
368,2009,Cluster 13,Motor Vehicle Theft,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1050000,26
369,2009,Cluster 13,Robbery,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1050000,6
370,2009,Cluster 13,Sex Abuse,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1050000,1
371,2009,Cluster 13,Theft f/Auto,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1050000,69
372,2009,Cluster 13,Theft/Other,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1050000,122
373,2009,Cluster 14,Assault w/Dangerous Weapon,"Cathedral Heights, McLean Gardens, Glover Park",797500,8
374,2009,Cluster 14,Burglary,"Cathedral Heights, McLean Gardens, Glover Park",797500,36
375,2009,Cluster 14,Motor Vehicle Theft,"Cathedral Heights, McLean Gardens, Glover Park",797500,17
376,2009,Cluster 14,Robbery,"Cathedral Heights, McLean Gardens, Glover Park",797500,11
377,2009,Cluster 14,Theft f/Auto,"Cathedral Heights, McLean Gardens, Glover Park",797500,65
378,2009,Cluster 14,Theft/Other,"Cathedral Heights, McLean Gardens, Glover Park",797500,204
379,2009,Cluster 15,Assault w/Dangerous Weapon,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1100000,2
380,2009,Cluster 15,Burglary,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1100000,59
381,2009,Cluster 15,Motor Vehicle Theft,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1100000,38
382,2009,Cluster 15,Robbery,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1100000,23
383,2009,Cluster 15,Theft f/Auto,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1100000,74
384,2009,Cluster 15,Theft/Other,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1100000,221
385,2009,Cluster 16,Assault w/Dangerous Weapon,"Colonial Village, Shepherd Park, North Portal Estates",650000,2
386,2009,Cluster 16,Burglary,"Colonial Village, Shepherd Park, North Portal Estates",650000,38
387,2009,Cluster 16,Motor Vehicle Theft,"Colonial Village, Shepherd Park, North Portal Estates",650000,16
388,2009,Cluster 16,Robbery,"Colonial Village, Shepherd Park, North Portal Estates",650000,12
389,2009,Cluster 16,Sex Abuse,"Colonial Village, Shepherd Park, North Portal Estates",650000,1
390,2009,Cluster 16,Theft f/Auto,"Colonial Village, Shepherd Park, North Portal Estates",650000,42
391,2009,Cluster 16,Theft/Other,"Colonial Village, Shepherd Park, North Portal Estates",650000,102
392,2009,Cluster 17,Arson,"Takoma, Brightwood, Manor Park",410000,1
393,2009,Cluster 17,Assault w/Dangerous Weapon,"Takoma, Brightwood, Manor Park",410000,51
394,2009,Cluster 17,Burglary,"Takoma, Brightwood, Manor Park",410000,91
395,2009,Cluster 17,Homicide,"Takoma, Brightwood, Manor Park",410000,1
396,2009,Cluster 17,Motor Vehicle Theft,"Takoma, Brightwood, Manor Park",410000,119
397,2009,Cluster 17,Robbery,"Takoma, Brightwood, Manor Park",410000,132
398,2009,Cluster 17,Sex Abuse,"Takoma, Brightwood, Manor Park",410000,4
399,2009,Cluster 17,Theft f/Auto,"Takoma, Brightwood, Manor Park",410000,69
400,2009,Cluster 17,Theft/Other,"Takoma, Brightwood, Manor Park",410000,289
401,2009,Cluster 18,Arson,"Brightwood Park, Crestwood, Petworth",409000,2
402,2009,Cluster 18,Assault w/Dangerous Weapon,"Brightwood Park, Crestwood, Petworth",409000,180
403,2009,Cluster 18,Burglary,"Brightwood Park, Crestwood, Petworth",409000,184
404,2009,Cluster 18,Homicide,"Brightwood Park, Crestwood, Petworth",409000,12
405,2009,Cluster 18,Motor Vehicle Theft,"Brightwood Park, Crestwood, Petworth",409000,242
406,2009,Cluster 18,Robbery,"Brightwood Park, Crestwood, Petworth",409000,228
407,2009,Cluster 18,Sex Abuse,"Brightwood Park, Crestwood, Petworth",409000,10
408,2009,Cluster 18,Theft f/Auto,"Brightwood Park, Crestwood, Petworth",409000,159
409,2009,Cluster 18,Theft/Other,"Brightwood Park, Crestwood, Petworth",409000,497
410,2009,Cluster 19,Assault w/Dangerous Weapon,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,41
411,2009,Cluster 19,Burglary,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,35
412,2009,Cluster 19,Homicide,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,2
413,2009,Cluster 19,Motor Vehicle Theft,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,101
414,2009,Cluster 19,Robbery,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,75
415,2009,Cluster 19,Sex Abuse,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,2
416,2009,Cluster 19,Theft f/Auto,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,33
417,2009,Cluster 19,Theft/Other,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",290000,128
418,2009,Cluster 20,Assault w/Dangerous Weapon,"North Michigan Park, Michigan Park, University Heights",340552,27
419,2009,Cluster 20,Burglary,"North Michigan Park, Michigan Park, University Heights",340552,28
420,2009,Cluster 20,Homicide,"North Michigan Park, Michigan Park, University Heights",340552,1
421,2009,Cluster 20,Motor Vehicle Theft,"North Michigan Park, Michigan Park, University Heights",340552,65
422,2009,Cluster 20,Robbery,"North Michigan Park, Michigan Park, University Heights",340552,33
423,2009,Cluster 20,Sex Abuse,"North Michigan Park, Michigan Park, University Heights",340552,1
424,2009,Cluster 20,Theft f/Auto,"North Michigan Park, Michigan Park, University Heights",340552,52
425,2009,Cluster 20,Theft/Other,"North Michigan Park, Michigan Park, University Heights",340552,141
426,2009,Cluster 21,Arson,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,3
427,2009,Cluster 21,Assault w/Dangerous Weapon,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,87
428,2009,Cluster 21,Burglary,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,98
429,2009,Cluster 21,Homicide,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,8
430,2009,Cluster 21,Motor Vehicle Theft,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,152
431,2009,Cluster 21,Robbery,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,171
432,2009,Cluster 21,Sex Abuse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,3
433,2009,Cluster 21,Theft f/Auto,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,114
434,2009,Cluster 21,Theft/Other,"Edgewood, Bloomingdale, Truxton Circle, Eckington",377500,359
435,2009,Cluster 22,Arson,"Brookland, Brentwood, Langdon",342500,2
436,2009,Cluster 22,Assault w/Dangerous Weapon,"Brookland, Brentwood, Langdon",342500,52
437,2009,Cluster 22,Burglary,"Brookland, Brentwood, Langdon",342500,89
438,2009,Cluster 22,Homicide,"Brookland, Brentwood, Langdon",342500,2
439,2009,Cluster 22,Motor Vehicle Theft,"Brookland, Brentwood, Langdon",342500,113
440,2009,Cluster 22,Robbery,"Brookland, Brentwood, Langdon",342500,111
441,2009,Cluster 22,Sex Abuse,"Brookland, Brentwood, Langdon",342500,5
442,2009,Cluster 22,Theft f/Auto,"Brookland, Brentwood, Langdon",342500,114
443,2009,Cluster 22,Theft/Other,"Brookland, Brentwood, Langdon",342500,313
444,2009,Cluster 23,Arson,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,3
445,2009,Cluster 23,Assault w/Dangerous Weapon,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,119
446,2009,Cluster 23,Burglary,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,158
447,2009,Cluster 23,Homicide,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,11
448,2009,Cluster 23,Motor Vehicle Theft,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,199
449,2009,Cluster 23,Robbery,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,130
450,2009,Cluster 23,Sex Abuse,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,5
451,2009,Cluster 23,Theft f/Auto,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,141
452,2009,Cluster 23,Theft/Other,"Ivy City, Arboretum, Trinidad, Carver Langston",265000,328
453,2009,Cluster 24,Arson,"Woodridge, Fort Lincoln, Gateway",429450,1
454,2009,Cluster 24,Assault w/Dangerous Weapon,"Woodridge, Fort Lincoln, Gateway",429450,16
455,2009,Cluster 24,Burglary,"Woodridge, Fort Lincoln, Gateway",429450,24
456,2009,Cluster 24,Homicide,"Woodridge, Fort Lincoln, Gateway",429450,3
457,2009,Cluster 24,Motor Vehicle Theft,"Woodridge, Fort Lincoln, Gateway",429450,78
458,2009,Cluster 24,Robbery,"Woodridge, Fort Lincoln, Gateway",429450,25
459,2009,Cluster 24,Sex Abuse,"Woodridge, Fort Lincoln, Gateway",429450,1
460,2009,Cluster 24,Theft f/Auto,"Woodridge, Fort Lincoln, Gateway",429450,70
461,2009,Cluster 24,Theft/Other,"Woodridge, Fort Lincoln, Gateway",429450,115
462,2009,Cluster 25,Arson,"Union Station, Stanton Park, Kingman Park",455750,1
463,2009,Cluster 25,Assault w/Dangerous Weapon,"Union Station, Stanton Park, Kingman Park",455750,101
464,2009,Cluster 25,Burglary,"Union Station, Stanton Park, Kingman Park",455750,200
465,2009,Cluster 25,Homicide,"Union Station, Stanton Park, Kingman Park",455750,2
466,2009,Cluster 25,Motor Vehicle Theft,"Union Station, Stanton Park, Kingman Park",455750,229
467,2009,Cluster 25,Robbery,"Union Station, Stanton Park, Kingman Park",455750,208
468,2009,Cluster 25,Sex Abuse,"Union Station, Stanton Park, Kingman Park",455750,8
469,2009,Cluster 25,Theft f/Auto,"Union Station, Stanton Park, Kingman Park",455750,248
470,2009,Cluster 25,Theft/Other,"Union Station, Stanton Park, Kingman Park",455750,598
471,2009,Cluster 26,Arson,"Capitol Hill, Lincoln Park",569000,1
472,2009,Cluster 26,Assault w/Dangerous Weapon,"Capitol Hill, Lincoln Park",569000,83
473,2009,Cluster 26,Burglary,"Capitol Hill, Lincoln Park",569000,208
474,2009,Cluster 26,Homicide,"Capitol Hill, Lincoln Park",569000,3
475,2009,Cluster 26,Motor Vehicle Theft,"Capitol Hill, Lincoln Park",569000,184
476,2009,Cluster 26,Robbery,"Capitol Hill, Lincoln Park",569000,144
477,2009,Cluster 26,Sex Abuse,"Capitol Hill, Lincoln Park",569000,1
478,2009,Cluster 26,Theft f/Auto,"Capitol Hill, Lincoln Park",569000,201
479,2009,Cluster 26,Theft/Other,"Capitol Hill, Lincoln Park",569000,685
480,2009,Cluster 27,Assault w/Dangerous Weapon,"Near Southeast, Navy Yard",676586,11
481,2009,Cluster 27,Burglary,"Near Southeast, Navy Yard",676586,8
482,2009,Cluster 27,Motor Vehicle Theft,"Near Southeast, Navy Yard",676586,11
483,2009,Cluster 27,Robbery,"Near Southeast, Navy Yard",676586,6
484,2009,Cluster 27,Sex Abuse,"Near Southeast, Navy Yard",676586,2
485,2009,Cluster 27,Theft f/Auto,"Near Southeast, Navy Yard",676586,14
486,2009,Cluster 27,Theft/Other,"Near Southeast, Navy Yard",676586,60
487,2009,Cluster 28,Arson,Historic Anacostia,256000,4
488,2009,Cluster 28,Assault w/Dangerous Weapon,Historic Anacostia,256000,42
489,2009,Cluster 28,Burglary,Historic Anacostia,256000,74
490,2009,Cluster 28,Homicide,Historic Anacostia,256000,3
491,2009,Cluster 28,Motor Vehicle Theft,Historic Anacostia,256000,81
492,2009,Cluster 28,Robbery,Historic Anacostia,256000,32
493,2009,Cluster 28,Sex Abuse,Historic Anacostia,256000,3
