,Year,Neighborhood Cluster,Offense,Neighborhoods,Median Price,Number of Crimes
1505,2012,Cluster 36,Theft f/Auto,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",175000,77
1506,2012,Cluster 36,Theft/Other,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",175000,74
1507,2012,Cluster 37,Arson,"Sheridan, Barry Farm, Buena Vista",298900,2
1508,2012,Cluster 37,Assault w/Dangerous Weapon,"Sheridan, Barry Farm, Buena Vista",298900,96
1509,2012,Cluster 37,Burglary,"Sheridan, Barry Farm, Buena Vista",298900,141
1510,2012,Cluster 37,Homicide,"Sheridan, Barry Farm, Buena Vista",298900,4
1511,2012,Cluster 37,Motor Vehicle Theft,"Sheridan, Barry Farm, Buena Vista",298900,68
1512,2012,Cluster 37,Robbery,"Sheridan, Barry Farm, Buena Vista",298900,119
1513,2012,Cluster 37,Sex Abuse,"Sheridan, Barry Farm, Buena Vista",298900,6
1514,2012,Cluster 37,Theft f/Auto,"Sheridan, Barry Farm, Buena Vista",298900,91
1515,2012,Cluster 37,Theft/Other,"Sheridan, Barry Farm, Buena Vista",298900,85
1516,2012,Cluster 38,Arson,"Douglas, Shipley Terrace",248450,1
1517,2012,Cluster 38,Assault w/Dangerous Weapon,"Douglas, Shipley Terrace",248450,106
1518,2012,Cluster 38,Burglary,"Douglas, Shipley Terrace",248450,124
1519,2012,Cluster 38,Homicide,"Douglas, Shipley Terrace",248450,6
1520,2012,Cluster 38,Motor Vehicle Theft,"Douglas, Shipley Terrace",248450,95
1521,2012,Cluster 38,Robbery,"Douglas, Shipley Terrace",248450,140
1522,2012,Cluster 38,Sex Abuse,"Douglas, Shipley Terrace",248450,4
1523,2012,Cluster 38,Theft f/Auto,"Douglas, Shipley Terrace",248450,76
1524,2012,Cluster 38,Theft/Other,"Douglas, Shipley Terrace",248450,143
1525,2012,Cluster 39,Arson,"Congress Heights, Bellevue, Washington Highlands",187000,1
1526,2012,Cluster 39,Assault w/Dangerous Weapon,"Congress Heights, Bellevue, Washington Highlands",187000,266
1527,2012,Cluster 39,Burglary,"Congress Heights, Bellevue, Washington Highlands",187000,316
1528,2012,Cluster 39,Homicide,"Congress Heights, Bellevue, Washington Highlands",187000,5
1529,2012,Cluster 39,Motor Vehicle Theft,"Congress Heights, Bellevue, Washington Highlands",187000,200
1530,2012,Cluster 39,Robbery,"Congress Heights, Bellevue, Washington Highlands",187000,279
1531,2012,Cluster 39,Sex Abuse,"Congress Heights, Bellevue, Washington Highlands",187000,13
1532,2012,Cluster 39,Theft f/Auto,"Congress Heights, Bellevue, Washington Highlands",187000,209
1533,2012,Cluster 39,Theft/Other,"Congress Heights, Bellevue, Washington Highlands",187000,308
1534,2013,Cluster 01,Assault w/Dangerous Weapon,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,28
1535,2013,Cluster 01,Burglary,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,60
1536,2013,Cluster 01,Homicide,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,3
1537,2013,Cluster 01,Motor Vehicle Theft,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,38
1538,2013,Cluster 01,Robbery,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,105
1539,2013,Cluster 01,Sex Abuse,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,5
1540,2013,Cluster 01,Theft f/Auto,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,332
1541,2013,Cluster 01,Theft/Other,"Kalorama Heights, Adams Morgan, Lanier Heights",1800000,374
1542,2013,Cluster 02,Arson,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,1
1543,2013,Cluster 02,Assault w/Dangerous Weapon,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,133
1544,2013,Cluster 02,Burglary,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,153
1545,2013,Cluster 02,Homicide,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,5
1546,2013,Cluster 02,Motor Vehicle Theft,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,112
1547,2013,Cluster 02,Robbery,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,407
1548,2013,Cluster 02,Sex Abuse,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,19
1549,2013,Cluster 02,Theft f/Auto,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,1268
1550,2013,Cluster 02,Theft/Other,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",605000,1060
1551,2013,Cluster 03,Arson,"Howard University, Le Droit Park, Cardozo/Shaw",708250,2
1552,2013,Cluster 03,Assault w/Dangerous Weapon,"Howard University, Le Droit Park, Cardozo/Shaw",708250,68
1553,2013,Cluster 03,Burglary,"Howard University, Le Droit Park, Cardozo/Shaw",708250,55
1554,2013,Cluster 03,Homicide,"Howard University, Le Droit Park, Cardozo/Shaw",708250,1
1555,2013,Cluster 03,Motor Vehicle Theft,"Howard University, Le Droit Park, Cardozo/Shaw",708250,65
1556,2013,Cluster 03,Robbery,"Howard University, Le Droit Park, Cardozo/Shaw",708250,175
1557,2013,Cluster 03,Sex Abuse,"Howard University, Le Droit Park, Cardozo/Shaw",708250,4
1558,2013,Cluster 03,Theft f/Auto,"Howard University, Le Droit Park, Cardozo/Shaw",708250,610
1559,2013,Cluster 03,Theft/Other,"Howard University, Le Droit Park, Cardozo/Shaw",708250,476
1560,2013,Cluster 04,Assault w/Dangerous Weapon,"Georgetown, Burleith/Hillandale",1275000,14
1561,2013,Cluster 04,Burglary,"Georgetown, Burleith/Hillandale",1275000,69
1562,2013,Cluster 04,Motor Vehicle Theft,"Georgetown, Burleith/Hillandale",1275000,18
1563,2013,Cluster 04,Robbery,"Georgetown, Burleith/Hillandale",1275000,29
1564,2013,Cluster 04,Sex Abuse,"Georgetown, Burleith/Hillandale",1275000,7
1565,2013,Cluster 04,Theft f/Auto,"Georgetown, Burleith/Hillandale",1275000,108
1566,2013,Cluster 04,Theft/Other,"Georgetown, Burleith/Hillandale",1275000,707
1567,2013,Cluster 05,Assault w/Dangerous Weapon,"West End, Foggy Bottom, GWU",800000,12
1568,2013,Cluster 05,Burglary,"West End, Foggy Bottom, GWU",800000,34
1569,2013,Cluster 05,Motor Vehicle Theft,"West End, Foggy Bottom, GWU",800000,8
1570,2013,Cluster 05,Robbery,"West End, Foggy Bottom, GWU",800000,19
1571,2013,Cluster 05,Sex Abuse,"West End, Foggy Bottom, GWU",800000,1
1572,2013,Cluster 05,Theft f/Auto,"West End, Foggy Bottom, GWU",800000,85
1573,2013,Cluster 05,Theft/Other,"West End, Foggy Bottom, GWU",800000,351
1574,2013,Cluster 06,Assault w/Dangerous Weapon,"Dupont Circle, Connecticut Avenue/K Street",1012500,39
1575,2013,Cluster 06,Burglary,"Dupont Circle, Connecticut Avenue/K Street",1012500,76
1576,2013,Cluster 06,Homicide,"Dupont Circle, Connecticut Avenue/K Street",1012500,2
1577,2013,Cluster 06,Motor Vehicle Theft,"Dupont Circle, Connecticut Avenue/K Street",1012500,60
1578,2013,Cluster 06,Robbery,"Dupont Circle, Connecticut Avenue/K Street",1012500,126
1579,2013,Cluster 06,Sex Abuse,"Dupont Circle, Connecticut Avenue/K Street",1012500,10
1580,2013,Cluster 06,Theft f/Auto,"Dupont Circle, Connecticut Avenue/K Street",1012500,453
1581,2013,Cluster 06,Theft/Other,"Dupont Circle, Connecticut Avenue/K Street",1012500,1085
1582,2013,Cluster 07,Assault w/Dangerous Weapon,"Shaw, Logan Circle",810000,58
1583,2013,Cluster 07,Burglary,"Shaw, Logan Circle",810000,55
1584,2013,Cluster 07,Motor Vehicle Theft,"Shaw, Logan Circle",810000,70
1585,2013,Cluster 07,Robbery,"Shaw, Logan Circle",810000,100
1586,2013,Cluster 07,Sex Abuse,"Shaw, Logan Circle",810000,13
1587,2013,Cluster 07,Theft f/Auto,"Shaw, Logan Circle",810000,442
1588,2013,Cluster 07,Theft/Other,"Shaw, Logan Circle",810000,372
1589,2013,Cluster 08,Assault w/Dangerous Weapon,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,95
1590,2013,Cluster 08,Burglary,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,45
1591,2013,Cluster 08,Homicide,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,3
1592,2013,Cluster 08,Motor Vehicle Theft,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,65
1593,2013,Cluster 08,Robbery,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,157
1594,2013,Cluster 08,Sex Abuse,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,12
1595,2013,Cluster 08,Theft f/Auto,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,416
1596,2013,Cluster 08,Theft/Other,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",1015938,1391
1597,2013,Cluster 09,Assault w/Dangerous Weapon,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,42
1598,2013,Cluster 09,Burglary,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,52
1599,2013,Cluster 09,Homicide,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,4
1600,2013,Cluster 09,Motor Vehicle Theft,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,38
1601,2013,Cluster 09,Robbery,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,40
1602,2013,Cluster 09,Sex Abuse,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,9
1603,2013,Cluster 09,Theft f/Auto,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,137
1604,2013,Cluster 09,Theft/Other,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",675000,265
1605,2013,Cluster 10,Burglary,"Hawthorne, Barnaby Woods, Chevy Chase",885000,67
1606,2013,Cluster 10,Motor Vehicle Theft,"Hawthorne, Barnaby Woods, Chevy Chase",885000,15
1607,2013,Cluster 10,Robbery,"Hawthorne, Barnaby Woods, Chevy Chase",885000,6
1608,2013,Cluster 10,Theft f/Auto,"Hawthorne, Barnaby Woods, Chevy Chase",885000,177
1609,2013,Cluster 10,Theft/Other,"Hawthorne, Barnaby Woods, Chevy Chase",885000,94
1610,2013,Cluster 11,Assault w/Dangerous Weapon,"Friendship Heights, American University Park, Tenleytown",890000,5
1611,2013,Cluster 11,Burglary,"Friendship Heights, American University Park, Tenleytown",890000,51
1612,2013,Cluster 11,Motor Vehicle Theft,"Friendship Heights, American University Park, Tenleytown",890000,14
1613,2013,Cluster 11,Robbery,"Friendship Heights, American University Park, Tenleytown",890000,14
1614,2013,Cluster 11,Sex Abuse,"Friendship Heights, American University Park, Tenleytown",890000,4
1615,2013,Cluster 11,Theft f/Auto,"Friendship Heights, American University Park, Tenleytown",890000,321
1616,2013,Cluster 11,Theft/Other,"Friendship Heights, American University Park, Tenleytown",890000,314
1617,2013,Cluster 12,Assault w/Dangerous Weapon,"North Cleveland Park, Forest Hills, Van Ness",1169500,4
1618,2013,Cluster 12,Burglary,"North Cleveland Park, Forest Hills, Van Ness",1169500,23
1619,2013,Cluster 12,Motor Vehicle Theft,"North Cleveland Park, Forest Hills, Van Ness",1169500,2
1620,2013,Cluster 12,Robbery,"North Cleveland Park, Forest Hills, Van Ness",1169500,10
1621,2013,Cluster 12,Sex Abuse,"North Cleveland Park, Forest Hills, Van Ness",1169500,3
1622,2013,Cluster 12,Theft f/Auto,"North Cleveland Park, Forest Hills, Van Ness",1169500,78
1623,2013,Cluster 12,Theft/Other,"North Cleveland Park, Forest Hills, Van Ness",1169500,88
1624,2013,Cluster 13,Assault w/Dangerous Weapon,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1197500,5
1625,2013,Cluster 13,Burglary,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1197500,20
1626,2013,Cluster 13,Motor Vehicle Theft,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1197500,10
1627,2013,Cluster 13,Theft f/Auto,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1197500,92
1628,2013,Cluster 13,Theft/Other,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",1197500,100
1629,2013,Cluster 14,Assault w/Dangerous Weapon,"Cathedral Heights, McLean Gardens, Glover Park",901063,1
1630,2013,Cluster 14,Burglary,"Cathedral Heights, McLean Gardens, Glover Park",901063,23
1631,2013,Cluster 14,Motor Vehicle Theft,"Cathedral Heights, McLean Gardens, Glover Park",901063,15
1632,2013,Cluster 14,Robbery,"Cathedral Heights, McLean Gardens, Glover Park",901063,7
1633,2013,Cluster 14,Sex Abuse,"Cathedral Heights, McLean Gardens, Glover Park",901063,2
1634,2013,Cluster 14,Theft f/Auto,"Cathedral Heights, McLean Gardens, Glover Park",901063,80
1635,2013,Cluster 14,Theft/Other,"Cathedral Heights, McLean Gardens, Glover Park",901063,115
1636,2013,Cluster 15,Assault w/Dangerous Weapon,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,2
1637,2013,Cluster 15,Burglary,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,27
1638,2013,Cluster 15,Motor Vehicle Theft,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,15
1639,2013,Cluster 15,Robbery,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,16
1640,2013,Cluster 15,Sex Abuse,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,3
1641,2013,Cluster 15,Theft f/Auto,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,135
1642,2013,Cluster 15,Theft/Other,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",1352500,131
1643,2013,Cluster 16,Assault w/Dangerous Weapon,"Colonial Village, Shepherd Park, North Portal Estates",738250,10
1644,2013,Cluster 16,Burglary,"Colonial Village, Shepherd Park, North Portal Estates",738250,20
1645,2013,Cluster 16,Motor Vehicle Theft,"Colonial Village, Shepherd Park, North Portal Estates",738250,16
1646,2013,Cluster 16,Robbery,"Colonial Village, Shepherd Park, North Portal Estates",738250,11
1647,2013,Cluster 16,Theft f/Auto,"Colonial Village, Shepherd Park, North Portal Estates",738250,80
1648,2013,Cluster 16,Theft/Other,"Colonial Village, Shepherd Park, North Portal Estates",738250,31
1649,2013,Cluster 17,Arson,"Takoma, Brightwood, Manor Park",428750,1
1650,2013,Cluster 17,Assault w/Dangerous Weapon,"Takoma, Brightwood, Manor Park",428750,44
1651,2013,Cluster 17,Burglary,"Takoma, Brightwood, Manor Park",428750,96
1652,2013,Cluster 17,Homicide,"Takoma, Brightwood, Manor Park",428750,2
1653,2013,Cluster 17,Motor Vehicle Theft,"Takoma, Brightwood, Manor Park",428750,87
1654,2013,Cluster 17,Robbery,"Takoma, Brightwood, Manor Park",428750,105
1655,2013,Cluster 17,Sex Abuse,"Takoma, Brightwood, Manor Park",428750,8
1656,2013,Cluster 17,Theft f/Auto,"Takoma, Brightwood, Manor Park",428750,379
1657,2013,Cluster 17,Theft/Other,"Takoma, Brightwood, Manor Park",428750,254
1658,2013,Cluster 18,Arson,"Brightwood Park, Crestwood, Petworth",545000,4
1659,2013,Cluster 18,Assault w/Dangerous Weapon,"Brightwood Park, Crestwood, Petworth",545000,124
1660,2013,Cluster 18,Burglary,"Brightwood Park, Crestwood, Petworth",545000,222
1661,2013,Cluster 18,Homicide,"Brightwood Park, Crestwood, Petworth",545000,6
1662,2013,Cluster 18,Motor Vehicle Theft,"Brightwood Park, Crestwood, Petworth",545000,124
1663,2013,Cluster 18,Robbery,"Brightwood Park, Crestwood, Petworth",545000,246
1664,2013,Cluster 18,Sex Abuse,"Brightwood Park, Crestwood, Petworth",545000,14
1665,2013,Cluster 18,Theft f/Auto,"Brightwood Park, Crestwood, Petworth",545000,571
1666,2013,Cluster 18,Theft/Other,"Brightwood Park, Crestwood, Petworth",545000,448
1667,2013,Cluster 19,Assault w/Dangerous Weapon,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,32
1668,2013,Cluster 19,Burglary,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,36
1669,2013,Cluster 19,Motor Vehicle Theft,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,42
1670,2013,Cluster 19,Robbery,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,53
1671,2013,Cluster 19,Sex Abuse,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,5
1672,2013,Cluster 19,Theft f/Auto,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,130
1673,2013,Cluster 19,Theft/Other,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",365000,78
1674,2013,Cluster 20,Assault w/Dangerous Weapon,"North Michigan Park, Michigan Park, University Heights",354750,21
1675,2013,Cluster 20,Burglary,"North Michigan Park, Michigan Park, University Heights",354750,45
1676,2013,Cluster 20,Homicide,"North Michigan Park, Michigan Park, University Heights",354750,1
1677,2013,Cluster 20,Motor Vehicle Theft,"North Michigan Park, Michigan Park, University Heights",354750,46
1678,2013,Cluster 20,Robbery,"North Michigan Park, Michigan Park, University Heights",354750,45
1679,2013,Cluster 20,Sex Abuse,"North Michigan Park, Michigan Park, University Heights",354750,3
1680,2013,Cluster 20,Theft f/Auto,"North Michigan Park, Michigan Park, University Heights",354750,129
1681,2013,Cluster 20,Theft/Other,"North Michigan Park, Michigan Park, University Heights",354750,104
1682,2013,Cluster 21,Arson,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,2
1683,2013,Cluster 21,Assault w/Dangerous Weapon,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,68
1684,2013,Cluster 21,Burglary,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,138
1685,2013,Cluster 21,Homicide,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,7
1686,2013,Cluster 21,Motor Vehicle Theft,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,115
1687,2013,Cluster 21,Robbery,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,146
1688,2013,Cluster 21,Sex Abuse,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,13
1689,2013,Cluster 21,Theft f/Auto,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,355
1690,2013,Cluster 21,Theft/Other,"Edgewood, Bloomingdale, Truxton Circle, Eckington",605000,290
1691,2013,Cluster 22,Assault w/Dangerous Weapon,"Brookland, Brentwood, Langdon",449995,66
1692,2013,Cluster 22,Burglary,"Brookland, Brentwood, Langdon",449995,93
1693,2013,Cluster 22,Homicide,"Brookland, Brentwood, Langdon",449995,2
1694,2013,Cluster 22,Motor Vehicle Theft,"Brookland, Brentwood, Langdon",449995,97
1695,2013,Cluster 22,Robbery,"Brookland, Brentwood, Langdon",449995,118
1696,2013,Cluster 22,Sex Abuse,"Brookland, Brentwood, Langdon",449995,5
1697,2013,Cluster 22,Theft f/Auto,"Brookland, Brentwood, Langdon",449995,370
1698,2013,Cluster 22,Theft/Other,"Brookland, Brentwood, Langdon",449995,442
1699,2013,Cluster 23,Arson,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,2
1700,2013,Cluster 23,Assault w/Dangerous Weapon,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,135
1701,2013,Cluster 23,Burglary,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,215
1702,2013,Cluster 23,Homicide,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,3
1703,2013,Cluster 23,Motor Vehicle Theft,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,97
1704,2013,Cluster 23,Robbery,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,157
1705,2013,Cluster 23,Sex Abuse,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,12
1706,2013,Cluster 23,Theft f/Auto,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,336
1707,2013,Cluster 23,Theft/Other,"Ivy City, Arboretum, Trinidad, Carver Langston",394000,364
1708,2013,Cluster 24,Assault w/Dangerous Weapon,"Woodridge, Fort Lincoln, Gateway",445000,24
1709,2013,Cluster 24,Burglary,"Woodridge, Fort Lincoln, Gateway",445000,36
1710,2013,Cluster 24,Homicide,"Woodridge, Fort Lincoln, Gateway",445000,1
1711,2013,Cluster 24,Motor Vehicle Theft,"Woodridge, Fort Lincoln, Gateway",445000,56
1712,2013,Cluster 24,Robbery,"Woodridge, Fort Lincoln, Gateway",445000,30
1713,2013,Cluster 24,Sex Abuse,"Woodridge, Fort Lincoln, Gateway",445000,3
1714,2013,Cluster 24,Theft f/Auto,"Woodridge, Fort Lincoln, Gateway",445000,209
1715,2013,Cluster 24,Theft/Other,"Woodridge, Fort Lincoln, Gateway",445000,108
1716,2013,Cluster 25,Arson,"Union Station, Stanton Park, Kingman Park",600000,2
1717,2013,Cluster 25,Assault w/Dangerous Weapon,"Union Station, Stanton Park, Kingman Park",600000,85
1718,2013,Cluster 25,Burglary,"Union Station, Stanton Park, Kingman Park",600000,220
1719,2013,Cluster 25,Homicide,"Union Station, Stanton Park, Kingman Park",600000,1
1720,2013,Cluster 25,Motor Vehicle Theft,"Union Station, Stanton Park, Kingman Park",600000,108
1721,2013,Cluster 25,Robbery,"Union Station, Stanton Park, Kingman Park",600000,196
1722,2013,Cluster 25,Sex Abuse,"Union Station, Stanton Park, Kingman Park",600000,11
1723,2013,Cluster 25,Theft f/Auto,"Union Station, Stanton Park, Kingman Park",600000,656
1724,2013,Cluster 25,Theft/Other,"Union Station, Stanton Park, Kingman Park",600000,790
1725,2013,Cluster 26,Arson,"Capitol Hill, Lincoln Park",682500,1
1726,2013,Cluster 26,Assault w/Dangerous Weapon,"Capitol Hill, Lincoln Park",682500,41
1727,2013,Cluster 26,Burglary,"Capitol Hill, Lincoln Park",682500,132
1728,2013,Cluster 26,Homicide,"Capitol Hill, Lincoln Park",682500,1
1729,2013,Cluster 26,Motor Vehicle Theft,"Capitol Hill, Lincoln Park",682500,99
1730,2013,Cluster 26,Robbery,"Capitol Hill, Lincoln Park",682500,130
1731,2013,Cluster 26,Sex Abuse,"Capitol Hill, Lincoln Park",682500,9
1732,2013,Cluster 26,Theft f/Auto,"Capitol Hill, Lincoln Park",682500,676
1733,2013,Cluster 26,Theft/Other,"Capitol Hill, Lincoln Park",682500,701
1734,2013,Cluster 27,Assault w/Dangerous Weapon,"Near Southeast, Navy Yard",877500,3
1735,2013,Cluster 27,Burglary,"Near Southeast, Navy Yard",877500,9
1736,2013,Cluster 27,Homicide,"Near Southeast, Navy Yard",877500,12
1737,2013,Cluster 27,Motor Vehicle Theft,"Near Southeast, Navy Yard",877500,21
1738,2013,Cluster 27,Robbery,"Near Southeast, Navy Yard",877500,13
1739,2013,Cluster 27,Theft f/Auto,"Near Southeast, Navy Yard",877500,42
1740,2013,Cluster 27,Theft/Other,"Near Southeast, Navy Yard",877500,98
1741,2013,Cluster 28,Arson,Historic Anacostia,200000,2
1742,2013,Cluster 28,Assault w/Dangerous Weapon,Historic Anacostia,200000,59
1743,2013,Cluster 28,Burglary,Historic Anacostia,200000,69
1744,2013,Cluster 28,Homicide,Historic Anacostia,200000,1
1745,2013,Cluster 28,Motor Vehicle Theft,Historic Anacostia,200000,63
1746,2013,Cluster 28,Robbery,Historic Anacostia,200000,55
1747,2013,Cluster 28,Sex Abuse,Historic Anacostia,200000,9
1748,2013,Cluster 28,Theft f/Auto,Historic Anacostia,200000,61
1749,2013,Cluster 28,Theft/Other,Historic Anacostia,200000,115
1750,2013,Cluster 29,Arson,"Eastland Gardens, Kenilworth",260150,1
1751,2013,Cluster 29,Assault w/Dangerous Weapon,"Eastland Gardens, Kenilworth",260150,16
1752,2013,Cluster 29,Burglary,"Eastland Gardens, Kenilworth",260150,8
1753,2013,Cluster 29,Motor Vehicle Theft,"Eastland Gardens, Kenilworth",260150,19
1754,2013,Cluster 29,Robbery,"Eastland Gardens, Kenilworth",260150,32
1755,2013,Cluster 29,Sex Abuse,"Eastland Gardens, Kenilworth",260150,1
1756,2013,Cluster 29,Theft f/Auto,"Eastland Gardens, Kenilworth",260150,11
1757,2013,Cluster 29,Theft/Other,"Eastland Gardens, Kenilworth",260150,22
1758,2013,Cluster 30,Assault w/Dangerous Weapon,"Mayfair, Hillbrook, Mahaning Heights",220000,61
1759,2013,Cluster 30,Burglary,"Mayfair, Hillbrook, Mahaning Heights",220000,49
1760,2013,Cluster 30,Homicide,"Mayfair, Hillbrook, Mahaning Heights",220000,1
1761,2013,Cluster 30,Motor Vehicle Theft,"Mayfair, Hillbrook, Mahaning Heights",220000,82
1762,2013,Cluster 30,Robbery,"Mayfair, Hillbrook, Mahaning Heights",220000,101
1763,2013,Cluster 30,Sex Abuse,"Mayfair, Hillbrook, Mahaning Heights",220000,6
1764,2013,Cluster 30,Theft f/Auto,"Mayfair, Hillbrook, Mahaning Heights",220000,74
1765,2013,Cluster 30,Theft/Other,"Mayfair, Hillbrook, Mahaning Heights",220000,125
1766,2013,Cluster 31,Arson,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,3
1767,2013,Cluster 31,Assault w/Dangerous Weapon,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,133
1768,2013,Cluster 31,Burglary,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,141
1769,2013,Cluster 31,Homicide,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,5
1770,2013,Cluster 31,Motor Vehicle Theft,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,142
1771,2013,Cluster 31,Robbery,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,189
1772,2013,Cluster 31,Sex Abuse,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,15
1773,2013,Cluster 31,Theft f/Auto,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,166
1774,2013,Cluster 31,Theft/Other,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",210000,188
1775,2013,Cluster 32,Assault w/Dangerous Weapon,"River Terrace, Benning, Greenway, Dupont Park",215000,117
1776,2013,Cluster 32,Burglary,"River Terrace, Benning, Greenway, Dupont Park",215000,93
1777,2013,Cluster 32,Homicide,"River Terrace, Benning, Greenway, Dupont Park",215000,6
1778,2013,Cluster 32,Motor Vehicle Theft,"River Terrace, Benning, Greenway, Dupont Park",215000,116
1779,2013,Cluster 32,Robbery,"River Terrace, Benning, Greenway, Dupont Park",215000,151
1780,2013,Cluster 32,Sex Abuse,"River Terrace, Benning, Greenway, Dupont Park",215000,10
1781,2013,Cluster 32,Theft f/Auto,"River Terrace, Benning, Greenway, Dupont Park",215000,167
1782,2013,Cluster 32,Theft/Other,"River Terrace, Benning, Greenway, Dupont Park",215000,258
